refcode,n_metals,is_polymeric,has_disorder,old_record_generated,scope_class
QUBLEE,5,False,False,False,molecular_multinuclear_supported
QENCOE,3,False,True,True,molecular_multinuclear_supported
NONCOS,2,False,False,True,molecular_multinuclear_supported
XULMUP,2,False,True,True,molecular_multinuclear_supported
CAGBIV,4,False,False,True,molecular_multinuclear_supported
APOSEF,2,False,True,True,molecular_multinuclear_supported
KUGLOO,2,False,False,True,molecular_multinuclear_supported
BOJKAM02,2,True,False,True,molecular_multinuclear_supported
SUXPOT,3,False,False,True,molecular_multinuclear_supported
CAVKIU,2,False,False,True,molecular_multinuclear_supported
HAXQOP,2,False,False,True,molecular_multinuclear_supported
UCUNOW01,2,False,False,True,molecular_multinuclear_supported
HAWYAJ,2,False,False,True,molecular_multinuclear_supported
XUQSAH,2,False,True,True,molecular_multinuclear_supported
JENZEH,5,False,False,True,molecular_multinuclear_supported
TISNEQ,5,False,False,True,molecular_multinuclear_supported
SENWUH,2,False,True,True,molecular_multinuclear_supported
GUNCEX,4,False,False,True,molecular_multinuclear_supported
WODGAY,28,False,False,False,polymeric_or_extended_future_scope
TIMKUY,6,False,True,False,molecular_multinuclear_supported
APATOC,6,False,False,True,molecular_multinuclear_supported
CUFTEE,2,False,False,True,molecular_multinuclear_supported
DOGYAA,5,True,False,True,molecular_multinuclear_supported
BAFQIM,13,False,True,False,polymeric_or_extended_future_scope
EHEXEW,2,True,False,True,molecular_multinuclear_supported
SUPDIS,4,False,False,True,molecular_multinuclear_supported
CAHPEG10,4,False,False,True,molecular_multinuclear_supported
XENWOD,6,False,True,True,molecular_multinuclear_supported
MAPXUW,2,False,False,True,molecular_multinuclear_supported
LAXWIR,5,True,False,True,molecular_multinuclear_supported
OQIQUB,16,True,False,False,polymeric_or_extended_future_scope
XOJZAY,6,True,False,True,molecular_multinuclear_supported
XUKYAE,7,True,False,True,molecular_multinuclear_supported
CERGOX,3,False,True,True,molecular_multinuclear_supported
TIDNIH,2,False,True,True,molecular_multinuclear_supported
BISZUA,18,False,True,False,polymeric_or_extended_future_scope
VAHQUS,4,False,False,True,molecular_multinuclear_supported
ELIJER,2,False,False,True,molecular_multinuclear_supported
JIZFUV,3,False,True,True,molecular_multinuclear_supported
WEPJUZ02,3,True,True,True,molecular_multinuclear_supported
POXBAH,4,True,True,True,molecular_multinuclear_supported
COTFOH,2,True,False,True,molecular_multinuclear_supported
CBTPRI10,2,False,False,True,molecular_multinuclear_supported
CIHHOR,6,True,False,True,molecular_multinuclear_supported
NECQUI,6,True,True,False,molecular_multinuclear_supported
DAQPES,2,False,True,True,molecular_multinuclear_supported
DOGFEO,6,True,False,True,molecular_multinuclear_supported
BETZUW,2,False,False,True,molecular_multinuclear_supported
QITPAL,2,False,False,True,molecular_multinuclear_supported
JUXWIK,2,False,False,True,molecular_multinuclear_supported
YIBKID,2,False,False,True,molecular_multinuclear_supported
CUZNUG,4,True,False,True,molecular_multinuclear_supported
ZZZASY06,3,True,True,True,molecular_multinuclear_supported
EBOZUS,2,False,True,True,molecular_multinuclear_supported
WIBREG,2,False,False,True,molecular_multinuclear_supported
ZIRSIE,2,False,False,True,molecular_multinuclear_supported
QIZKES,6,False,True,True,molecular_multinuclear_supported
TILQAJ,2,False,False,True,molecular_multinuclear_supported
XIYJAQ,4,False,True,False,molecular_multinuclear_supported
BOWSEO,3,True,False,True,molecular_multinuclear_supported
SIWHIR,3,False,True,True,molecular_multinuclear_supported
SIDJOF,6,True,True,False,molecular_multinuclear_supported
RUVWAK,24,False,True,False,polymeric_or_extended_future_scope
ECOQOD,2,False,False,True,molecular_multinuclear_supported
OTETAK,2,False,True,True,molecular_multinuclear_supported
OXAQAH,2,False,False,True,molecular_multinuclear_supported
UBAQAP,2,False,False,True,molecular_multinuclear_supported
FEYCAO01,2,False,False,True,molecular_multinuclear_supported
HAYGIY,2,True,False,True,molecular_multinuclear_supported
ORIHED,6,False,False,False,molecular_multinuclear_supported
GOHMUM,3,True,False,True,molecular_multinuclear_supported
TEPFUR,6,False,True,True,molecular_multinuclear_supported
YONJER,2,False,True,True,molecular_multinuclear_supported
WAQPOV,2,False,False,True,molecular_multinuclear_supported
FOJGAQ,2,True,False,True,molecular_multinuclear_supported
HOLPIK,2,False,False,True,molecular_multinuclear_supported
IBIXIB,2,False,True,True,molecular_multinuclear_supported
BURLEH,3,True,False,True,molecular_multinuclear_supported
LIDWUQ,2,False,True,True,molecular_multinuclear_supported
TESDIG,2,True,False,True,molecular_multinuclear_supported
LIWRAL07,2,False,True,True,molecular_multinuclear_supported
PEJGET,172,True,True,False,polymeric_or_extended_future_scope
AYAPEX,2,False,False,True,molecular_multinuclear_supported
RAXCOK,4,True,True,True,molecular_multinuclear_supported
NOXQOI,2,False,False,True,molecular_multinuclear_supported
BAVJUG,2,False,True,True,molecular_multinuclear_supported
WAGXOT,7,False,True,True,molecular_multinuclear_supported
XOBHEE,2,False,True,True,molecular_multinuclear_supported
TAMWAJ,2,False,False,True,molecular_multinuclear_supported
CAWKIV,4,False,True,True,molecular_multinuclear_supported
ANOJIX,2,False,True,True,molecular_multinuclear_supported
LAQJAS,2,False,False,True,molecular_multinuclear_supported
MIXBEE,24,False,True,False,polymeric_or_extended_future_scope
EYOSUI,2,False,False,True,molecular_multinuclear_supported
OCAGAE,11,True,True,True,molecular_multinuclear_supported
IHOYEK,2,False,False,True,molecular_multinuclear_supported
QURMUP,3,True,False,True,molecular_multinuclear_supported
BEHMOU,2,False,False,True,molecular_multinuclear_supported
EVEGER,9,True,False,True,molecular_multinuclear_supported
LIYQER,9,False,False,True,molecular_multinuclear_supported
UJILAB,2,False,True,True,molecular_multinuclear_supported
HIVLON,2,False,True,True,molecular_multinuclear_supported
XUXCAX,6,False,True,False,molecular_multinuclear_supported
PEYRUG,6,False,False,True,molecular_multinuclear_supported
KIGHOZ,6,False,True,True,molecular_multinuclear_supported
IHEVEA,2,False,True,False,disorder_or_partial_occupancy
REDSOJ,4,False,True,True,molecular_multinuclear_supported
HUVCEK,2,False,False,True,molecular_multinuclear_supported
ILUROW,4,False,True,True,molecular_multinuclear_supported
SOSSID,2,False,False,True,molecular_multinuclear_supported
YUMNIH,3,False,True,True,molecular_multinuclear_supported
BEYHOE,2,False,True,True,molecular_multinuclear_supported
ADUTAV01,4,True,False,True,molecular_multinuclear_supported
DUJLON,4,True,False,True,molecular_multinuclear_supported
PESTOW,2,False,False,True,molecular_multinuclear_supported
XIKTOB,2,False,False,True,molecular_multinuclear_supported
CEKVOE,2,False,False,True,molecular_multinuclear_supported
AHIFON,3,False,False,True,molecular_multinuclear_supported
QOWYEI,4,True,True,True,molecular_multinuclear_supported
JESDUG08,2,False,True,True,molecular_multinuclear_supported
GUKPIO,4,True,False,True,molecular_multinuclear_supported
JUYBUA,3,False,False,True,molecular_multinuclear_supported
QOGXUI16,8,True,True,True,molecular_multinuclear_supported
XICYIV,7,True,True,True,molecular_multinuclear_supported
SOXQIF,2,True,False,True,molecular_multinuclear_supported
QUGYAS,2,False,False,True,molecular_multinuclear_supported
KAHKOX,2,False,True,True,molecular_multinuclear_supported
CALDEC,4,False,True,False,molecular_multinuclear_supported
RETKOR,2,False,False,True,molecular_multinuclear_supported
BOQVEK,5,False,False,True,molecular_multinuclear_supported
GIJYIL,4,False,True,True,molecular_multinuclear_supported
XEMYOF,4,False,False,True,molecular_multinuclear_supported
WAPXIX,8,True,True,True,molecular_multinuclear_supported
XENMIP,2,False,True,True,molecular_multinuclear_supported
SAJTAC,2,False,False,True,molecular_multinuclear_supported
NITWEV,2,False,True,True,molecular_multinuclear_supported
WUYRAN,6,True,True,False,molecular_multinuclear_supported
DUYKIV,15,False,True,False,polymeric_or_extended_future_scope
TEPWAM,2,False,False,True,molecular_multinuclear_supported
QUMNOD,2,False,True,True,molecular_multinuclear_supported
HOGKIY,2,False,False,True,molecular_multinuclear_supported
HAMJOW,5,True,True,True,molecular_multinuclear_supported
BILWOK,8,False,False,True,molecular_multinuclear_supported
PEHSAX,2,False,False,False,molecular_multinuclear_supported
MEYKOT,2,False,False,True,molecular_multinuclear_supported
CUBPUN,13,True,True,False,polymeric_or_extended_future_scope
MOMBEY48,8,True,True,True,molecular_multinuclear_supported
VOPRIB,12,False,True,False,molecular_multinuclear_supported
MOZGIS,4,False,True,True,molecular_multinuclear_supported
QIQJOS,2,False,True,True,molecular_multinuclear_supported
LEZBAW,2,False,False,True,molecular_multinuclear_supported
PITBUQ,28,True,False,False,polymeric_or_extended_future_scope
YUPVAJ,12,False,True,True,molecular_multinuclear_supported
XOBHII,2,False,True,True,molecular_multinuclear_supported
EBUWUX,4,True,False,True,molecular_multinuclear_supported
MAMDIP,2,False,False,True,molecular_multinuclear_supported
SAVZOI,4,True,False,True,molecular_multinuclear_supported
CIRHOC,2,False,False,True,molecular_multinuclear_supported
NIJDIX,3,True,False,True,molecular_multinuclear_supported
QIFNOI,6,True,False,True,molecular_multinuclear_supported
SUCQIS,5,False,False,True,molecular_multinuclear_supported
DIFWAU,2,True,False,True,molecular_multinuclear_supported
RUHLOV,3,False,False,True,molecular_multinuclear_supported
NEMDEP,6,False,True,False,molecular_multinuclear_supported
POMSUJ,3,True,True,True,molecular_multinuclear_supported
CECNEG,12,False,True,True,molecular_multinuclear_supported
DECJED,5,True,False,True,molecular_multinuclear_supported
BIPTON,2,False,False,True,molecular_multinuclear_supported
RIFLIB,3,False,False,True,molecular_multinuclear_supported
XUCLEN,2,False,False,True,molecular_multinuclear_supported
OJOHOO,2,False,True,True,molecular_multinuclear_supported
SIXFUA,2,False,False,True,molecular_multinuclear_supported
ICAMAC,6,True,True,True,molecular_multinuclear_supported
ALIDIL,6,True,False,True,molecular_multinuclear_supported
CIQHUF,2,False,False,True,molecular_multinuclear_supported
DALDEZ,2,False,False,False,ambiguous_bonding_uncertain
DIDNOW,3,True,True,True,molecular_multinuclear_supported
BIBFEB,2,False,True,True,molecular_multinuclear_supported
NEYVAR,3,True,False,True,molecular_multinuclear_supported
ZUKJEU,2,False,False,True,molecular_multinuclear_supported
MURZEE,3,False,True,True,molecular_multinuclear_supported
UCISEG,2,False,False,True,molecular_multinuclear_supported
ZIKHEI,3,False,False,True,molecular_multinuclear_supported
JENJES,4,False,True,True,molecular_multinuclear_supported
DUGLIA,2,False,True,True,molecular_multinuclear_supported
BEYTUX,2,False,False,True,molecular_multinuclear_supported
ACUVOM,4,False,False,True,molecular_multinuclear_supported
CUNQIN,5,True,True,True,molecular_multinuclear_supported
COTTOY,2,False,True,True,molecular_multinuclear_supported
DUZXAA,8,True,False,True,molecular_multinuclear_supported
OJEXUW,2,False,True,True,molecular_multinuclear_supported
BEDVIT,9,True,False,True,molecular_multinuclear_supported
WILJAF,2,True,False,True,molecular_multinuclear_supported
CALXAR,2,False,False,True,molecular_multinuclear_supported
HECXOD,5,True,False,True,molecular_multinuclear_supported
XALTOV,14,True,False,False,polymeric_or_extended_future_scope
KUBHOE,2,False,False,True,molecular_multinuclear_supported
KOMDUL,2,False,False,True,molecular_multinuclear_supported
AQUHUS,2,False,False,True,molecular_multinuclear_supported
QITSOB,4,False,False,True,molecular_multinuclear_supported
SIHKUR,2,False,True,True,molecular_multinuclear_supported
DOGPOF,2,False,True,True,molecular_multinuclear_supported
ZUKFAO,2,False,False,True,molecular_multinuclear_supported
VAYCUT,3,False,False,False,molecular_multinuclear_supported
QUBRAI,5,True,False,True,molecular_multinuclear_supported
SAZYEA,12,False,True,False,molecular_multinuclear_supported
MENDIW,88,False,True,False,polymeric_or_extended_future_scope
OBUSOU,2,False,True,True,molecular_multinuclear_supported
JEGDEH,2,False,False,True,molecular_multinuclear_supported
RUHYEB,2,False,False,True,molecular_multinuclear_supported
PUWYEP,4,True,False,True,molecular_multinuclear_supported
DOCPOA,2,False,True,True,molecular_multinuclear_supported
RAZJEI,3,False,False,True,molecular_multinuclear_supported
DENYIF,2,False,True,True,molecular_multinuclear_supported
YIVSAY,22,True,False,False,polymeric_or_extended_future_scope
CABSEG,2,False,False,True,molecular_multinuclear_supported
SEGSEE,2,False,False,True,molecular_multinuclear_supported
EDELUX04,3,True,True,True,molecular_multinuclear_supported
QUPGOY,9,True,False,True,molecular_multinuclear_supported
AZUJIR,9,True,True,True,molecular_multinuclear_supported
GIHWEA,2,False,False,True,molecular_multinuclear_supported
GUWHEM,6,True,False,True,molecular_multinuclear_supported
ZUJGAQ,2,True,False,True,molecular_multinuclear_supported
GUHLON,2,False,False,True,molecular_multinuclear_supported
GIZJUV,3,True,True,True,molecular_multinuclear_supported
HEFYAV,4,False,True,True,molecular_multinuclear_supported
DACMCU11,2,False,False,True,molecular_multinuclear_supported
NOTVEB,4,False,False,False,molecular_multinuclear_supported
BOMZUZ,21,False,True,False,polymeric_or_extended_future_scope
IYUHAM,3,False,False,True,molecular_multinuclear_supported
OSUCIR,6,False,False,True,molecular_multinuclear_supported
ACICUO,3,True,False,True,molecular_multinuclear_supported
DURQUD,5,False,True,True,molecular_multinuclear_supported
RAMSUX,3,True,False,True,molecular_multinuclear_supported
BATBIH,2,False,False,True,molecular_multinuclear_supported
PECROI01,4,False,True,True,molecular_multinuclear_supported
CEJSES,2,False,False,True,molecular_multinuclear_supported
NILCOE01,8,False,True,True,molecular_multinuclear_supported
OBUFIE,2,False,False,True,molecular_multinuclear_supported
QAYQOW,2,False,False,True,molecular_multinuclear_supported
KAZWUF01,11,True,False,True,molecular_multinuclear_supported
OHAWIG,2,False,True,True,molecular_multinuclear_supported
IJISEZ,7,True,False,True,molecular_multinuclear_supported
SOTDAG,2,False,False,True,molecular_multinuclear_supported
ZEHVUF,3,False,True,True,molecular_multinuclear_supported
PUTZEM,2,False,False,True,molecular_multinuclear_supported
ZUDGUE,4,True,False,True,molecular_multinuclear_supported
FOHYAE,50,False,False,False,polymeric_or_extended_future_scope
AMODOV,2,False,True,True,molecular_multinuclear_supported
FEJXIB,2,False,False,False,molecular_multinuclear_supported
XIWQOJ,20,False,False,False,polymeric_or_extended_future_scope
LOGQOQ,2,False,False,True,molecular_multinuclear_supported
UBAQAR,5,False,False,True,molecular_multinuclear_supported
KICWOM,26,False,True,False,polymeric_or_extended_future_scope
OHAMUI,2,True,False,True,molecular_multinuclear_supported
RUQLOE,3,False,True,True,molecular_multinuclear_supported
UBOQAD,5,True,True,True,molecular_multinuclear_supported
PUVBAL,3,False,True,True,molecular_multinuclear_supported
YAJLIG,2,False,True,True,molecular_multinuclear_supported
TUXWOY,2,False,False,True,molecular_multinuclear_supported
JUDBAL,2,False,False,True,molecular_multinuclear_supported
JIRVUB,2,False,False,False,molecular_multinuclear_supported
GABNIG,4,False,False,False,molecular_multinuclear_supported
CUVHUA,13,True,True,False,polymeric_or_extended_future_scope
UNUMIB,2,False,False,True,molecular_multinuclear_supported
PAKGOB,4,False,True,True,molecular_multinuclear_supported
BASJIP,4,True,False,True,molecular_multinuclear_supported
LEYKOR,3,False,True,True,molecular_multinuclear_supported
UMEHIG,3,False,False,True,molecular_multinuclear_supported
PEVGUV,3,False,True,True,molecular_multinuclear_supported
CUJYOY,4,False,True,True,molecular_multinuclear_supported
EDIYIA,3,True,True,True,molecular_multinuclear_supported
MAGMAL,3,False,True,True,molecular_multinuclear_supported
ROMGOT,18,False,True,False,polymeric_or_extended_future_scope
BOVBOD,2,False,False,True,molecular_multinuclear_supported
YOKHAH01,4,False,False,False,molecular_multinuclear_supported
PIYFAF,2,False,True,True,molecular_multinuclear_supported
WIYDOB,2,False,False,True,molecular_multinuclear_supported
XUDGOS,2,False,False,True,molecular_multinuclear_supported
OVAMIK,2,False,True,True,molecular_multinuclear_supported
MILHAU,3,True,False,True,molecular_multinuclear_supported
FEZWOW,2,False,False,True,molecular_multinuclear_supported
EHIFEG,3,False,False,True,molecular_multinuclear_supported
LORNEL,5,True,True,False,molecular_multinuclear_supported
DIQSIH,3,False,False,True,molecular_multinuclear_supported
JEPPIG,3,False,True,True,molecular_multinuclear_supported
REXPEQ,4,True,True,True,molecular_multinuclear_supported
BOFKIS,2,False,False,True,molecular_multinuclear_supported
MUDKAB,8,True,True,True,molecular_multinuclear_supported
VOCDUM,2,False,True,True,molecular_multinuclear_supported
VEZVIF,4,False,False,True,molecular_multinuclear_supported
YALWAL,2,False,True,True,molecular_multinuclear_supported
NAJPOD,2,False,True,True,molecular_multinuclear_supported
REPFIF,28,False,True,False,polymeric_or_extended_future_scope
QUGROA,2,False,True,True,molecular_multinuclear_supported
FILPOF,3,False,True,True,molecular_multinuclear_supported
NUDNIL,5,False,True,True,molecular_multinuclear_supported
QUFWAQ,5,True,False,True,molecular_multinuclear_supported
XUVPEN,2,False,False,True,molecular_multinuclear_supported
PAGVEB,2,False,True,True,molecular_multinuclear_supported
OSUNEW,2,False,False,True,molecular_multinuclear_supported
RIBKUI,2,False,True,True,molecular_multinuclear_supported
NINVOZ,2,False,False,False,ambiguous_bonding_uncertain
ELEYOM,7,True,True,False,molecular_multinuclear_supported
QIYVEA,2,False,True,True,molecular_multinuclear_supported
IDUTIM,4,False,False,False,molecular_multinuclear_supported
NIRCIB,3,True,False,True,molecular_multinuclear_supported
HAXLUN,2,False,True,True,molecular_multinuclear_supported
ISITEK,2,True,True,True,molecular_multinuclear_supported
MUYGOE,3,True,False,True,molecular_multinuclear_supported
ODIBOS,2,False,False,True,molecular_multinuclear_supported
IFACAT02,9,True,False,True,molecular_multinuclear_supported
FUGRAE,11,True,True,False,molecular_multinuclear_supported
XADYEL,4,True,False,True,molecular_multinuclear_supported
HACVOA,2,False,False,True,molecular_multinuclear_supported
SEBBUA,2,False,False,True,molecular_multinuclear_supported
YIXJUL,2,False,True,True,molecular_multinuclear_supported
IWUCEI,2,False,False,True,molecular_multinuclear_supported
NOPJAH,2,False,True,True,molecular_multinuclear_supported
OJEKIZ01,4,False,True,False,disorder_or_partial_occupancy
FOFLIX,2,False,True,True,molecular_multinuclear_supported
YIHYOF,3,False,True,True,molecular_multinuclear_supported
AKOXII,4,False,False,True,molecular_multinuclear_supported
RURKIZ,2,False,True,True,molecular_multinuclear_supported
ICEZIB,8,False,True,True,molecular_multinuclear_supported
AKAQOU,46,False,True,False,polymeric_or_extended_future_scope
NIKCIW,2,False,False,True,molecular_multinuclear_supported
HIKSIF,30,True,True,False,polymeric_or_extended_future_scope
JOPQIR,3,False,False,False,molecular_multinuclear_supported
QILYIW,2,False,False,True,molecular_multinuclear_supported
MARDUG,5,True,True,True,molecular_multinuclear_supported
MOXYEH,2,False,True,True,molecular_multinuclear_supported
BITMAS,3,False,True,True,molecular_multinuclear_supported
REVRET,9,False,True,True,molecular_multinuclear_supported
TABQIZ,2,False,True,True,molecular_multinuclear_supported
VIDGIB,6,False,True,False,molecular_multinuclear_supported
ROGVEO,2,False,False,True,molecular_multinuclear_supported
PEBNEP,5,True,False,True,molecular_multinuclear_supported
AVOZEQ,4,False,False,True,molecular_multinuclear_supported
FOGROL,3,True,True,True,molecular_multinuclear_supported
JIXDUP,2,False,False,True,molecular_multinuclear_supported
ALANIK,2,False,False,True,molecular_multinuclear_supported
TEHCOA,2,False,False,True,molecular_multinuclear_supported
NUYMIE,3,True,True,True,molecular_multinuclear_supported
WEPYOF,2,False,True,False,molecular_multinuclear_supported
GUWZEH01,3,False,False,True,molecular_multinuclear_supported
MAJWIF,2,False,False,True,molecular_multinuclear_supported
CASGUB,5,True,True,True,molecular_multinuclear_supported
WUTFOJ,36,False,True,False,polymeric_or_extended_future_scope
NEKKAS,2,False,True,True,molecular_multinuclear_supported
LEXRAI01,2,True,False,True,molecular_multinuclear_supported
KULGIL,2,False,True,True,molecular_multinuclear_supported
GINNEZ,2,False,False,True,molecular_multinuclear_supported
GUHVEO03,2,False,False,True,molecular_multinuclear_supported
MIDBOR,2,False,True,True,molecular_multinuclear_supported
NUPSEY,3,False,False,True,molecular_multinuclear_supported
YULTOR,4,False,True,True,molecular_multinuclear_supported
IBEXAO,3,False,False,True,molecular_multinuclear_supported
GAGFAY,3,False,True,True,molecular_multinuclear_supported
SASTEM,2,False,False,True,molecular_multinuclear_supported
ZISGAN,5,False,True,False,molecular_multinuclear_supported
XAFGEU,3,True,False,True,molecular_multinuclear_supported
BAPSAM,2,False,True,True,molecular_multinuclear_supported
DADJAV01,2,False,False,True,molecular_multinuclear_supported
XOWBIX01,3,False,False,True,molecular_multinuclear_supported
DUCVIJ,4,True,True,True,molecular_multinuclear_supported
DEDCOF,2,False,False,True,molecular_multinuclear_supported
DIYSEJ,3,False,False,False,molecular_multinuclear_supported
NUTJOD,4,False,True,True,molecular_multinuclear_supported
YUQQEI,6,True,True,True,molecular_multinuclear_supported
MUNFEJ,3,True,False,True,molecular_multinuclear_supported
ROJRIR,30,False,True,False,polymeric_or_extended_future_scope
QUSVUX,2,False,False,True,molecular_multinuclear_supported
EPIQAX,15,False,True,False,polymeric_or_extended_future_scope
NUSDIQ,10,False,True,False,molecular_multinuclear_supported
LOKXEO,2,False,False,False,ambiguous_bonding_uncertain
FOKNEY14,3,False,False,True,molecular_multinuclear_supported
QUGWEW,8,True,False,True,molecular_multinuclear_supported
QUGWOG,8,True,False,True,molecular_multinuclear_supported
XEQGIL,8,True,True,True,molecular_multinuclear_supported
BOKNUO,3,True,False,True,molecular_multinuclear_supported
FEJCAA,4,False,False,True,molecular_multinuclear_supported
TIQPUH,34,False,True,False,polymeric_or_extended_future_scope
YATFUW,2,False,False,True,molecular_multinuclear_supported
XEXNEV,7,False,False,False,molecular_multinuclear_supported
XEZCAJ,2,False,False,False,ambiguous_bonding_uncertain
CUVCEB,4,False,False,False,molecular_multinuclear_supported
WUVBIA,5,True,False,True,molecular_multinuclear_supported
NACVOC,3,True,False,True,molecular_multinuclear_supported
VOKZOK,4,False,False,True,molecular_multinuclear_supported
MEPJOH,2,False,False,True,molecular_multinuclear_supported
BAGBOE,7,True,False,False,molecular_multinuclear_supported
IGEJIQ,12,True,True,False,molecular_multinuclear_supported
ETEYAG,2,False,True,True,molecular_multinuclear_supported
DOTJOO01,8,False,True,False,molecular_multinuclear_supported
DINBIP,4,True,True,False,molecular_multinuclear_supported
HAKMUB,2,False,True,True,molecular_multinuclear_supported
QIVGIM,2,False,False,True,molecular_multinuclear_supported
EPAVEY,2,True,False,True,molecular_multinuclear_supported
UQAMAC,2,False,True,True,molecular_multinuclear_supported
QEQLAC,7,True,False,True,molecular_multinuclear_supported
LUZBIU,12,False,True,True,molecular_multinuclear_supported
BUSVIU,6,False,False,True,molecular_multinuclear_supported
DUXKEN,55,False,True,False,polymeric_or_extended_future_scope
LADTUK,10,True,True,True,molecular_multinuclear_supported
DAHGAU,2,False,True,False,disorder_or_partial_occupancy
JEDROC,22,False,True,False,polymeric_or_extended_future_scope
ZIJQUG,2,False,False,True,molecular_multinuclear_supported
NAHHIN,10,False,True,True,molecular_multinuclear_supported
LACXIW,2,False,False,True,molecular_multinuclear_supported
YITNUL,4,False,False,True,molecular_multinuclear_supported
CUDNUN03,2,False,True,True,molecular_multinuclear_supported
YOSXAJ,2,False,True,True,molecular_multinuclear_supported
BIPMIY,3,False,True,True,molecular_multinuclear_supported
DAKDAV,6,True,False,True,molecular_multinuclear_supported
WUCBUV,2,False,False,True,molecular_multinuclear_supported
EHOHIT,2,True,False,True,molecular_multinuclear_supported
BOVGAY,4,False,True,False,molecular_multinuclear_supported
LEYJEI,8,True,False,True,molecular_multinuclear_supported
DIDCAX,2,False,False,True,molecular_multinuclear_supported
FALDAY,4,True,True,True,molecular_multinuclear_supported
CAYGIT,2,False,False,True,molecular_multinuclear_supported
TULBUB,19,True,True,False,polymeric_or_extended_future_scope
TAWJIK,12,False,True,False,molecular_multinuclear_supported
XUNWOV,2,False,True,True,molecular_multinuclear_supported
SIGPUT,3,False,True,False,molecular_multinuclear_supported
HAVBAL,6,True,True,True,molecular_multinuclear_supported
TOCKUV,8,False,True,False,molecular_multinuclear_supported
DOKRAW01,2,False,False,True,molecular_multinuclear_supported
NUDCOE,3,False,True,True,molecular_multinuclear_supported
AKIQIU01,2,True,False,True,molecular_multinuclear_supported
JEPBIS,15,False,True,False,polymeric_or_extended_future_scope
FOSCEV,2,False,True,True,molecular_multinuclear_supported
MAFZEC,2,False,True,False,disorder_or_partial_occupancy
CIWREH,2,False,False,True,molecular_multinuclear_supported
DUTXAV,2,False,True,True,molecular_multinuclear_supported
LOHDIX,3,False,False,True,molecular_multinuclear_supported
KOGRIJ,2,False,False,True,molecular_multinuclear_supported
ZISSUP,2,False,False,True,molecular_multinuclear_supported
ONUHOV,2,False,False,True,molecular_multinuclear_supported
XOFPUE,2,False,False,True,molecular_multinuclear_supported
WORLAS,18,True,True,False,polymeric_or_extended_future_scope
JOYPAR01,6,True,False,True,molecular_multinuclear_supported
DAKTEP,2,False,False,True,molecular_multinuclear_supported
UXANEN,4,False,False,False,molecular_multinuclear_supported
AVAVOI,2,False,False,True,molecular_multinuclear_supported
NAKGAM,2,False,False,True,molecular_multinuclear_supported
HOTSOA,4,False,False,True,molecular_multinuclear_supported
CUGRIH,2,False,True,True,molecular_multinuclear_supported
YUXFOM,4,False,False,True,molecular_multinuclear_supported
LEQTOQ,7,True,False,True,molecular_multinuclear_supported
TOJHIK12,2,False,False,True,molecular_multinuclear_supported
EBEPAE,3,True,False,True,molecular_multinuclear_supported
RUXHOK,7,True,True,True,molecular_multinuclear_supported
CPZROX03,2,False,False,True,molecular_multinuclear_supported
TIMDAX,13,False,True,False,polymeric_or_extended_future_scope
SAWMAE,3,False,False,True,molecular_multinuclear_supported
LIBQES,4,False,True,True,molecular_multinuclear_supported
FEYNIK,7,True,True,True,molecular_multinuclear_supported
YUXFIJ,12,True,True,False,molecular_multinuclear_supported
UTORAY,2,False,False,True,molecular_multinuclear_supported
BODNIS,2,False,False,True,molecular_multinuclear_supported
PEFKIX,2,False,True,False,disorder_or_partial_occupancy
BOBRIU,6,False,True,True,molecular_multinuclear_supported
SAJTII,2,False,False,True,molecular_multinuclear_supported
KELYOP,4,False,False,True,molecular_multinuclear_supported
YAWXED,12,True,False,True,molecular_multinuclear_supported
PMBACR,2,False,False,True,molecular_multinuclear_supported
HAYBUG,2,False,True,True,molecular_multinuclear_supported
WEJTAI,2,False,True,False,molecular_multinuclear_supported
NEYZOJ,2,False,True,True,molecular_multinuclear_supported
QORDAC,4,False,False,True,molecular_multinuclear_supported
XIRNAQ,2,False,True,True,molecular_multinuclear_supported
BITKIY,2,False,False,True,molecular_multinuclear_supported
UDIFAR,6,False,False,False,molecular_multinuclear_supported
HAHZEW,2,False,False,False,molecular_multinuclear_supported
LUNBUT,2,False,True,True,molecular_multinuclear_supported
YINKUB,2,False,False,True,molecular_multinuclear_supported
YEGMUV,8,True,False,False,molecular_multinuclear_supported
AVELUJ,5,True,True,True,molecular_multinuclear_supported
URUCAM,7,False,True,True,molecular_multinuclear_supported
TEBNOD,2,False,False,True,molecular_multinuclear_supported
EWIHAU,8,False,True,True,molecular_multinuclear_supported
QIZROI,2,False,False,True,molecular_multinuclear_supported
YATTET,2,False,True,True,molecular_multinuclear_supported
SOPROF,9,True,False,False,molecular_multinuclear_supported
ROMYOK,6,True,False,True,molecular_multinuclear_supported
VUJCAH,8,True,True,False,molecular_multinuclear_supported
VOZCUI,4,False,False,False,molecular_multinuclear_supported
SITZUR,6,False,True,True,molecular_multinuclear_supported
FIRTOR,4,True,True,True,molecular_multinuclear_supported
TOWXIM,18,False,False,False,polymeric_or_extended_future_scope
EJODUD,5,True,False,True,molecular_multinuclear_supported
NAPSED,2,False,True,True,molecular_multinuclear_supported
KEKVUR,3,False,False,True,molecular_multinuclear_supported
BOGCUW,2,False,False,True,molecular_multinuclear_supported
HUCBUD,6,True,False,True,molecular_multinuclear_supported
VOZROV,3,False,True,False,molecular_multinuclear_supported
