refcode,metal_count,metals,n_sites,bridge_count,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,identity_keys_present,record_generated,failure_stage,failure_reason
BUBLAO,4,Hg+Hg+Hg+Hg,8,2,True,True,True,True,True,True,True,True,True,,
BEDWOA,2,Hg+Hg,6,2,True,True,True,True,True,True,True,True,True,,
ZAVDEI,3,Ni+Ni+Ni,12,4,True,True,True,True,True,True,True,True,True,,
FOSGUT,3,Cd+Cd+Cd,14,1,True,True,True,True,True,True,True,True,True,,
NOJQOT,2,Ir+Ir,4,2,True,True,True,True,True,True,True,True,True,,
NARFUL,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
MOJPOT08,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
JEKYAC01,6,Au+Au+Au+Au+Fe+Fe,10,2,True,True,True,True,True,True,True,True,True,,
UWUXIU,4,Pd+Pd+Pd+Pd,16,0,True,True,True,True,True,True,True,True,True,,
INABOP,5,Cu+Cu+Cu+Cu+Cu,9,4,True,True,True,True,True,True,True,True,True,,
GIJKES,8,Cr+Cr+Cr+Cr+Cr+Cr+Cr+Cr,40,8,True,True,True,True,True,True,True,True,True,,
POBZOY,4,Ag+Ag+Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
RAJMIZ,6,Cu+Cu+Cu+Cu+Cu+Cu,26,1,True,True,True,True,True,True,True,True,True,,
SOQTEB,3,Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
CEGBAR,4,Os+Os+Os+W,16,2,True,True,True,True,True,True,True,True,True,,
COGPOD,4,Re+Re+Re+Re,11,4,True,True,True,True,True,True,True,True,True,,
ZIVWOU,9,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,6,6,True,True,True,True,True,True,True,True,True,,
JAFFOQ,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
TEKKEB,7,Co+Co+Co+Co+Co+Co+Co,16,0,True,True,True,True,True,True,True,True,True,,
UGENOJ,3,Cu+Cu+Cu,10,1,True,True,True,True,True,True,True,True,True,,
CUMLIF,3,Mn+Mn+Mn,9,0,True,True,True,True,True,True,True,True,True,,
EWOHAC01,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
JOCGEP,2,Ir+Ir,6,0,True,True,True,True,True,True,True,True,True,,
COBPUI,2,Cu+Fe,4,0,True,True,True,True,True,True,True,True,True,,
YUCYOL,2,Cu+Cu,5,1,True,True,True,True,True,True,True,True,True,,
XEDHAP,3,Fe+Fe+Fe,13,1,True,True,True,True,True,True,True,True,True,,
IBOSAX,4,Co+Co+Co+Co,6,4,True,True,True,True,True,True,True,True,True,,
TEMTUC,6,Zn+Zn+Zn+Zn+Zn+Zn,16,0,True,True,True,True,True,True,True,True,True,,
GOGSIE,4,Fe+Fe+Fe+Fe,13,3,True,True,True,True,True,True,True,True,True,,
VENNUZ,2,Fe+Fe,5,3,True,True,True,True,True,True,True,True,True,,
FIFFAE,4,Ru+Ru+Ru+Ru,24,0,True,True,True,True,True,True,True,True,True,,
FIVXUG,8,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,18,8,True,True,True,True,True,True,True,True,True,,
CABPAW,3,Co+Co+Co,10,1,True,True,True,True,True,True,True,True,True,,
NAPFUH,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
CUCPYO12,3,Cu+Cu+Cu,6,4,True,True,True,True,True,True,True,True,True,,
DULDAR,11,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,16,2,True,True,True,True,True,True,True,True,True,,
ILUSIS,6,Fe+Fe+Fe+Fe+Fe+Zn,14,1,True,True,True,True,True,True,True,True,True,,
DORSIM,3,Hg+Hg+Hg,6,4,True,True,True,True,True,True,True,True,True,,
SAZZIC10,2,Co+Co,8,0,True,True,True,True,True,True,True,True,True,,
NEXQUE,3,Ir+Ir+Mo,9,3,True,True,True,True,True,True,True,True,True,,
POSGUC,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
YOQFER,2,Ir+Ru,9,0,True,True,True,True,True,True,True,True,True,,
MUQRUO,2,Mn+Mn,8,2,True,True,True,True,True,True,True,True,True,,
UPEZIB,7,Ag+Ag+Ag+Ag+Ag+Fe+Fe,7,4,True,True,True,True,True,True,True,True,True,,
BOGNES,11,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,16,6,True,True,True,True,True,True,True,True,True,,
WITCUX01,4,Cu+Cu+Cu+Cu,5,5,True,True,True,True,True,True,True,True,True,,
YAWFUY,2,Re+Re,10,2,True,True,True,True,True,True,True,True,True,,
BAKJAZ02,3,Mn+Mn+Mn,8,0,True,True,True,True,True,True,True,True,True,,
EHULEZ,3,Mn+Mn+Mn,8,0,True,True,True,True,True,True,True,True,True,,
HAZFAQ,3,Ru+Ru+Ru,10,3,True,True,True,True,True,True,True,True,True,,
MUQWOK,4,Ti+Ti+Ti+Ti,18,6,True,True,True,True,True,True,True,True,True,,
KODSED,4,Ni+Ni+Ni+Ni,24,0,True,True,True,True,True,True,True,True,True,,
UCIPAB,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
KUFXIT,2,Ir+Ru,9,0,True,True,True,True,True,True,True,True,True,,
ADUBOR,8,Co+Co+Co+Co+Co+Co+Co+Co,24,0,True,True,True,True,True,True,True,True,True,,
WOZZOC04,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
WITSOK,3,Co+Co+Co,6,2,True,True,True,True,True,True,True,True,True,,
ENIJET,8,Fe+Fe+Fe+Fe+Fe+Fe+Pd+Pd,20,3,True,True,True,True,True,True,True,True,True,,
MIFPOK,4,Fe+Fe+Ni+Ni,16,4,True,True,True,True,True,True,True,True,True,,
TUZWUJ05,4,Co+Co+Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
ZUJCOA,3,Mn+Mn+Mn,16,2,True,True,True,True,True,True,True,True,True,,
WEVHAK,5,Co+Co+Ru+Ru+Ru,16,8,True,True,True,True,True,True,True,True,True,,
DOHZAE,2,Os+Os,10,0,True,True,True,True,True,True,True,True,True,,
TIBCEQ02,6,Fe+Fe+Fe+Fe+Fe+Fe,12,2,True,True,True,True,True,True,True,True,True,,
ATITUT,3,Ru+Ru+Ru,9,0,True,True,True,True,True,True,True,True,True,,
VIPMEN,3,Ag+Ag+Ag,4,4,True,True,True,True,True,True,True,True,True,,
VAMXEO01,6,Zn+Zn+Zn+Zn+Zn+Zn,10,2,True,True,True,True,True,True,True,True,True,,
ATUSOA,5,Hg+Hg+Hg+Hg+Hg,10,1,True,True,True,True,True,True,True,True,True,,
SOBNOO,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
SEWMIT,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
GUXYIK,5,Cu+Cu+Cu+Cu+Cu,6,3,True,True,True,True,True,True,True,True,True,,
VUKCIR,8,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,26,12,True,True,True,True,True,True,True,True,True,,
VOVBEN,3,Au+Mn+Mn,11,2,True,True,True,True,True,True,True,True,True,,
VAVXEV,4,Tc+Tc+Tc+Tc,3,3,True,True,True,True,True,True,True,True,True,,
YOMNOD,2,Os+Os,11,3,True,True,True,True,True,True,True,True,True,,
XAPPOX,5,Cd+Cd+Cd+Cd+Cd,7,5,True,True,True,True,True,True,True,True,True,,
EFONEW,2,Ti+Ti,4,0,True,True,True,True,True,True,True,True,True,,
MEVQEM,4,Mo+Mo+Re+Re,16,2,True,True,True,True,True,True,True,True,True,,
LOTFOT,2,Zn+Zn,9,1,True,True,True,True,True,True,True,True,True,,
XEKKIJ,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
ZOLXUV,2,Ru+Ru,11,1,True,True,True,True,True,True,True,True,True,,
CIQSUQ,2,Cu+Cu,2,2,True,True,True,True,True,True,True,True,True,,
XUGBAF,4,Co+Co+Co+Co,16,4,True,True,True,True,True,True,True,True,True,,
SALTEG,2,Cu+Cu,7,1,True,True,True,True,True,True,True,True,True,,
ZUGGIT,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,26,4,True,True,True,True,True,True,True,True,True,,
PIKPUU,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
JARGIS,6,Fe+Fe+Fe+Fe+Fe+Fe,25,3,True,True,True,True,True,True,True,True,True,,
XULRED,7,Zn+Zn+Zn+Zn+Zn+Zn+Zn,12,4,True,True,True,True,True,True,True,True,True,,
WUFJUE,4,Zn+Zn+Zn+Zn,10,3,True,True,True,True,True,True,True,True,True,,
BAXYUX,2,Fe+Fe,7,1,True,True,True,True,True,True,True,True,True,,
FIHHAF,2,Au+Fe,6,0,True,True,True,True,True,True,True,True,True,,
DITWUA,3,Zn+Zn+Zn,4,2,True,True,True,True,True,True,True,True,True,,
PURREA,3,Zn+Zn+Zn,6,0,True,True,True,True,True,True,True,True,True,,
BEMKAF10,5,Cd+Cd+Cd+Cd+Ni,12,1,True,True,True,True,True,True,True,True,True,,
NIXLAJ,2,Fe+Fe,9,1,True,True,True,True,True,True,True,True,True,,
QAGSIA,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
FOSKUU,2,Ag+Ag,6,2,True,True,True,True,True,True,True,True,True,,
RUTGUL,3,Au+Au+Fe,4,0,True,True,True,True,True,True,True,True,True,,
HAFMAD,2,Ni+Ni,10,0,True,True,True,True,True,True,True,True,True,,
EHIKIR,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
ADASUW,2,Ag+Ag,4,1,True,True,True,True,True,True,True,True,True,,
DIDKUY,4,Cd+Cd+Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
GASPIC,2,Co+Co,6,0,True,True,True,True,True,True,True,True,True,,
VIRMAO04,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
PILTEM,2,Hg+Hg,3,1,True,True,True,True,True,True,True,True,True,,
FAWDOA,2,Fe+Fe,3,2,True,True,True,True,True,True,True,True,True,,
KEGHUA,2,Zn+Zn,11,1,True,True,True,True,True,True,True,True,True,,
NISSEP,2,Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
MAWPAF,2,Ni+Ni,8,2,True,True,True,True,True,True,True,True,True,,
DEGSAM,3,Ni+Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
OBUNEI,5,Zn+Zn+Zn+Zn+Zn,9,3,True,True,True,True,True,True,True,True,True,,
EGUGUJ,4,Pd+Pd+Pd+Pd,14,2,True,True,True,True,True,True,True,True,True,,
NESGOJ,6,Cd+Cd+Cd+Cd+Cd+Cd,14,2,True,True,True,True,True,True,True,True,True,,
POJSOW,4,Rh+Rh+Rh+Rh,8,4,True,True,True,True,True,True,True,True,True,,
JIXZAU,2,Rh+Ru,6,2,True,True,True,True,True,True,True,True,True,,
FEQQEX,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
NEQDIX,3,Cd+Cd+Cd,8,0,True,True,True,True,True,True,True,True,True,,
MOMKEG,3,Co+Co+Co,4,2,True,True,True,True,True,True,True,True,True,,
FAGTOX,2,Co+Co,7,0,True,True,True,True,True,True,True,True,True,,
LIRYAQ,3,Ni+Ni+Ni,14,4,True,True,True,True,True,True,True,True,True,,
KIJGOA,5,Co+Co+Ni+Ni+Ni,30,0,True,True,True,True,True,True,True,True,True,,
IYUFIS,3,Ag+Ag+Ag,6,0,True,True,True,True,True,True,True,True,True,,
HERHEU,11,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,16,5,True,True,True,True,True,True,True,True,True,,
FATGEN,4,Ag+Ag+Pt+Pt,8,4,True,True,True,True,True,True,True,True,True,,
JAWZUD,5,Cu+Cu+Cu+Cu+Cu,4,3,True,True,True,True,True,True,True,True,True,,
ZAXVUR,4,Ag+Ag+Ag+Ag,6,1,True,True,True,True,True,True,True,True,True,,
UCESUS,3,Cu+Cu+Cu,12,1,True,True,True,True,True,True,True,True,True,,
ATEBEH,2,Hg+Hg,8,0,True,True,True,True,True,True,True,True,True,,
EKUYUE,5,Co+Co+Co+Co+Co,24,4,True,True,True,True,True,True,True,True,True,,
VOJGOU,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
KUPVAU,2,Ti+Ti,10,2,True,True,True,True,True,True,True,True,True,,
GEBFAX,2,Ag+Ag,2,1,True,True,True,True,True,True,True,True,True,,
EYEMUQ,2,Fe+Mn,3,0,True,True,True,True,True,True,True,True,True,,
RESCID,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
LIGRUP,2,W+W,10,0,True,True,True,True,True,True,True,True,True,,
DPSOHG,3,Hg+Hg+Hg,6,4,True,True,True,True,True,True,True,True,True,,
HOZWUP,2,Ni+Ni,10,2,True,True,True,True,True,True,True,True,True,,
MUQPIX,2,V+V,2,0,True,True,True,True,True,True,True,True,True,,
ZOGCUV,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
MEFXUT,2,Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
VIPMIU,2,Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
PPORFE13,2,Fe+Fe,9,1,True,True,True,True,True,True,True,True,True,,
BIVXAG,8,Co+Co+Co+Co+Co+Co+Co+Co,16,8,True,True,True,True,True,True,True,True,True,,
LOYLUI,4,Au+Au+Fe+Fe,4,0,True,True,True,True,True,True,True,True,True,,
ELADEC,2,La+La,18,0,True,True,True,True,True,True,True,True,True,,
LENCAL,3,Mn+Mn+Mn,5,2,True,True,True,True,True,True,True,True,True,,
VEHHOG,7,Cu+Cu+Cu+Cu+Cu+Cu+Fe,12,4,True,True,True,True,True,True,True,True,True,,
EFUXEL,3,Ru+Ru+Ru,11,1,True,True,True,True,True,True,True,True,True,,
UYODUI,5,Mn+Mn+Mn+Mn+Mn,16,6,True,True,True,True,True,True,True,True,True,,
ACAQIE,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
HIQFET,4,Ni+Ni+Ni+Ni,14,0,True,True,True,True,True,True,True,True,True,,
UCIWIP,2,Fe+Fe,4,0,True,True,True,True,True,True,True,True,True,,
PIJNOP,8,Co+Co+Mo+Mo+Mo+Mo+Mo+Mo,30,12,True,True,True,True,True,True,True,True,True,,
FUJNEE,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
TAMREE,6,Ru+Ru+Ru+Ru+Ru+Ru,24,12,True,True,True,True,True,True,True,True,True,,
CUZLUE11,4,Fe+Fe+Fe+Fe,17,4,True,True,True,True,True,True,True,True,True,,
COVVAL,12,W+W+W+W+W+W+W+W+W+W+W+W,42,30,True,True,True,True,True,True,True,True,True,,
SUXXOY,5,Fe+Fe+W+W+W,16,2,True,True,True,True,True,True,True,True,True,,
ZUZWAS,9,Ag+Ag+Ag+Ag+Cd+Cd+Cd+Cd+Cd,20,3,True,True,True,True,True,True,True,True,True,,
CAPGUV10,4,Rh+Rh+Rh+Rh,13,3,True,True,True,True,True,True,True,True,True,,
YUJCEO,2,Ni+Ni,6,1,True,True,True,True,True,True,True,True,True,,
JUGMIL,4,Ag+Ag+Ag+Ag,8,1,True,True,True,True,True,True,True,True,True,,
FOQHOM,4,Cu+Cu+Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
SIQBAW,6,Co+Co+Co+Co+Co+Co,15,3,True,True,True,True,True,True,True,True,True,,
CANYIA01,4,Cu+Cu+Cu+Cu,10,2,True,True,True,True,True,True,True,True,True,,
ETIKAV,6,Mo+Mo+Mo+Mo+Mo+Mo,14,8,True,True,True,True,True,True,True,True,True,,
NAXMAB,6,Zn+Zn+Zn+Zn+Zn+Zn,11,1,True,True,True,True,True,True,True,True,True,,
MENYUC,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
DUHSAC,3,Fe+Fe+Fe,18,0,True,True,True,True,True,True,True,True,True,,
UFEWOT,2,Ru+Ru,6,2,True,True,True,True,True,True,True,True,True,,
QARSIM,4,Fe+Fe+Fe+Fe,6,3,True,True,True,True,True,True,True,True,True,,
ABUHAH,4,Ti+Ti+W+W,18,0,True,True,True,True,True,True,True,True,True,,
FENJIT,6,Mn+Mn+Mn+Mn+Mn+Mn,36,0,True,True,True,True,True,True,True,True,True,,
NAYDOI,2,Cd+Cd,12,0,True,True,True,True,True,True,True,True,True,,
XEHYOY,2,Ir+Ir,8,0,True,True,True,True,True,True,True,True,True,,
MAYCUK,10,Au+Au+Au+Au+Au+Au+Au+Au+Au+Au,12,4,True,True,True,True,True,True,True,True,True,,
YATXUP,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,26,2,True,True,True,True,True,True,True,True,True,,
YOXLAB01,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,16,3,True,True,True,True,True,True,True,True,True,,
CEGSUC,2,W+W,12,0,True,True,True,True,True,True,True,True,True,,
COYQIQ,2,Re+Re,10,2,True,True,True,True,True,True,True,True,True,,
YAVKIQ,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
BOKPIE,2,Hg+Hg,4,0,True,True,True,True,True,True,True,True,True,,
GIMBIN05,4,Mn+Mn+Mn+Mn,8,1,True,True,True,True,True,True,True,True,True,,
IQELIZ,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
ZASHUW,2,Fe+Ru,1,0,True,True,True,True,True,True,True,True,True,,
TOLLIS,3,Cd+Cd+Cd,7,2,True,True,True,True,True,True,True,True,True,,
JUKFON,6,Fe+Fe+Fe+Fe+Fe+Mo,10,9,True,True,True,True,True,True,True,True,True,,
HOVMUA,4,Au+Au+Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
BADLUS,3,Ti+Ti+Ti,18,2,True,True,True,True,True,True,True,True,True,,
IGOYOT,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
NAPYIN01,2,Mn+Mn,10,2,True,True,True,True,True,True,True,True,True,,
COLCEN,3,Mn+Mn+Mn,18,0,True,True,True,True,True,True,True,True,True,,
GIFQIW,2,Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
NEYREP,4,Ni+Ni+Ni+Ni,12,4,True,True,True,True,True,True,True,True,True,,
DAXYEG,3,Mo+Pt+Rh,7,4,True,True,True,True,True,True,True,True,True,,
GUHJOM,4,Cu+Cu+Cu+Cu,20,0,True,True,True,True,True,True,True,True,True,,
PIWGIM,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,19,1,True,True,True,True,True,True,True,True,True,,
KEHGOX,2,Zn+Zn,11,1,True,True,True,True,True,True,True,True,True,,
FUVFUA,4,Ag+Ag+Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
QAKMOF,3,Cu+Cu+Cu,14,0,True,True,True,True,True,True,True,True,True,,
PIQSUD,10,V+V+V+V+V+V+V+V+V+V,28,20,True,True,True,True,True,True,True,True,True,,
TOGPEM,3,Zn+Zn+Zn,4,2,True,True,True,True,True,True,True,True,True,,
JAQDIO,2,Cd+Cd,8,0,True,True,True,True,True,True,True,True,True,,
BADMOL,5,Cu+Fe+Fe+Fe+Fe,12,4,True,True,True,True,True,True,True,True,True,,
GIHMIX,11,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,16,6,True,True,True,True,True,True,True,True,True,,
REYZOO,2,Ni+Ni,6,0,True,True,True,True,True,True,True,True,True,,
KEJHUD,2,Cu+Cu,9,1,True,True,True,True,True,True,True,True,True,,
FUTRIV,2,Cu+Cu,2,1,True,True,True,True,True,True,True,True,True,,
BENQOB,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
NALBUY,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
GUPQEP,2,Ni+Ni,4,2,True,True,True,True,True,True,True,True,True,,
UTIRIB,3,Rh+Rh+Rh,15,0,True,True,True,True,True,True,True,True,True,,
VILFOL,4,Cu+Cu+Cu+W,8,4,True,True,True,True,True,True,True,True,True,,
KEGROD,2,Os+Os,10,0,True,True,True,True,True,True,True,True,True,,
EXEQII,9,Sc+Sc+Sc+Sc+Sc+Sc+Sc+Sc+Sc,18,3,True,True,True,True,True,True,True,True,True,,
NAKGAH,2,Mo+Mo,8,0,True,True,True,True,True,True,True,True,True,,
ZIZQEI,3,Au+Au+Ni,8,0,True,True,True,True,True,True,True,True,True,,
IJEKAM,3,Cu+Cu+Cu,2,1,True,True,True,True,True,True,True,True,True,,
OJOBAS,10,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,17,9,True,True,True,True,True,True,True,True,True,,
BULKOM,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,10,5,True,True,True,True,True,True,True,True,True,,
WIZLOK,3,Co+Co+Co,16,0,True,True,True,True,True,True,True,True,True,,
YIWQIF,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
VIZVOP,4,Fe+Fe+Fe+Fe,13,1,True,True,True,True,True,True,True,True,True,,
ZEDCUK03,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Pd,32,4,True,True,True,True,True,True,True,True,True,,
ZOVSAH,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,27,8,True,True,True,True,True,True,True,True,True,,
QOBWOU,6,Cu+Cu+V+V+V+V,20,4,True,True,True,True,True,True,True,True,True,,
XIHRIQ,7,Co+Co+Co+Co+Co+Co+Co,14,3,True,True,True,True,True,True,True,True,True,,
SEFFIW,6,Ir+Ir+Ir+Ir+Ir+Ir,18,0,True,True,True,True,True,True,True,True,True,,
NACKEH,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
KADWOE,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
KEQCUH,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
SAWLEK,3,Ni+Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
VUNJOF,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
ITILOP,2,Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
RAHYUX,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
PYTCCO01,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
VUSPIK01,2,Rh+Rh,12,0,True,True,True,True,True,True,True,True,True,,
JUYBOW,4,Zn+Zn+Zn+Zn,8,2,True,True,True,True,True,True,True,True,True,,
ATAHEI,4,V+V+V+V,9,0,True,True,True,True,True,True,True,True,True,,
YOBVET,2,Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
GETDAM,2,Ni+W,8,2,True,True,True,True,True,True,True,True,True,,
BULCIX,4,Co+Co+Co+Co,20,4,True,True,True,True,True,True,True,True,True,,
YOHJOV,2,Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
PAGHOW,4,Fe+Fe+Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
YUWJUZ,4,Cu+Cu+Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
GURGOQ,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
TIXGAK,4,Fe+Fe+Fe+Fe,20,4,True,True,True,True,True,True,True,True,True,,
OWUZUD,7,Ag+Ag+Ag+Ag+Ag+Zn+Zn,14,3,True,True,True,True,True,True,True,True,True,,
SERBIB,7,Mn+Pd+Pd+Pd+Pd+Pd+Pd,27,0,True,True,True,True,True,True,True,True,True,,
MUVLIC,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,10,4,True,True,True,True,True,True,True,True,True,,
ISAROK,6,Ag+Ag+Ag+Ag+Ag+Ag,12,2,True,True,True,True,True,True,True,True,True,,
HOYWID,2,Cu+Cu,5,1,True,True,True,True,True,True,True,True,True,,
WENJEE02,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
ZAJCAO,2,Zn+Zn,7,1,True,True,True,True,True,True,True,True,True,,
VUZDEC,9,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,16,8,True,True,True,True,True,True,True,True,True,,
HITTEK,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
GUDHOF,3,Co+Co+Co,18,0,True,True,True,True,True,True,True,True,True,,
PIQTUI,12,Y+Y+Y+Y+Y+Y+Y+Y+Y+Y+Y+Y,19,5,True,True,True,True,True,True,True,True,True,,
OMIJOJ,6,Ru+Ru+Ru+Ru+Ru+Ru,24,4,True,True,True,True,True,True,True,True,True,,
VEQZID,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
ILOKIE,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
LUDPOT,4,Fe+Fe+Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
CURPEL,2,Rh+Rh,6,2,True,True,True,True,True,True,True,True,True,,
DEMZUR,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
ZEKRAM,2,Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
ADODEC,3,V+V+V,12,2,True,True,True,True,True,True,True,True,True,,
BAVFOV,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
NOQXOI,3,Fe+Fe+Pd,4,0,True,True,True,True,True,True,True,True,True,,
DIDCIF,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
TUZTAN,7,Ag+Ag+Ag+Ag+Ag+Ag+Co,10,4,True,True,True,True,True,True,True,True,True,,
PONJAE,4,Ru+Ru+Ru+Ru,21,4,True,True,True,True,True,True,True,True,True,,
DUQSUE,3,Cd+Cd+Cd,8,0,True,True,True,True,True,True,True,True,True,,
LOCWEH23,3,Fe+Fe+Fe,4,2,True,True,True,True,True,True,True,True,True,,
SITTUK,4,Fe+Fe+Ir+Ir,14,0,True,True,True,True,True,True,True,True,True,,
FODTID01,2,Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
OHOSOT,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
WUGJAK,3,Fe+Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
QAMROO,2,Cu+Cu,11,0,True,True,True,True,True,True,True,True,True,,
QAXRUD,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
XELYUL,4,La+La+La+La,6,3,True,True,True,True,True,True,True,True,True,,
FUPSUF,4,Cu+Cu+Cu+Cu,14,6,True,True,True,True,True,True,True,True,True,,
ZENGAD,2,La+La,18,0,True,True,True,True,True,True,True,True,True,,
IFUTIO,4,Fe+Fe+Fe+Fe,24,0,True,True,True,True,True,True,True,True,True,,
SOXPOK,2,Mn+Mn,10,2,True,True,True,True,True,True,True,True,True,,
HERJAS,12,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,16,9,True,True,True,True,True,True,True,True,True,,
KIVXEW14,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,13,4,True,True,True,True,True,True,True,True,True,,
IYOVOJ,4,Cd+Cd+Cd+Cd,6,4,True,True,True,True,True,True,True,True,True,,
KILPUQ,3,Ag+Ag+Ag,5,1,True,True,True,True,True,True,True,True,True,,
PEJCIS,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
KOHTUZ,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,42,14,True,True,True,True,True,True,True,True,True,,
MESBEU,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
MIWHIN,8,Cu+Cu+Cu+Cu+Cu+Cu+W+W,20,8,True,True,True,True,True,True,True,True,True,,
MALZAC,2,Mo+Rh,9,3,True,True,True,True,True,True,True,True,True,,
