L3_hash,n_records,n_refcodes,unique_L0,unique_L1,unique_L2,CN,metal,ligand_signature,geometry_span,max_pairwise_CShM_distance,crosses_shape_boundary,representative_refcodes
261420519531,8,8,3,1,1,4,Pd,O=NO;[H]N(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H,0.02,0.0283,False,WABHAL;WABHAL01;WABHAL02;WABHAL03;WABHAL06;WABHAL07
836626815253,2,2,2,2,1,6,Ru,Cl;Cl;Cl;Cl;[H]C([H])([H])S(=O)C([H])([H])[H];[H]c1nc([H])n([H])n1,0.02,2.8001,False,WAJBIT;WAJBOZ
956544737404,3,3,3,1,1,4,Pd,[H]C([H])([H])C#N;[H]C1C(C(=O)NC([H])(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H],0.02,0.211,False,WALDOG;WALDUM;WALFAU
743548750034,2,2,2,1,1,4,Pd,[H]C([H])([H])C#N;[H]C([H])[H];[H]C1C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H],0.02,0.0224,False,WAVMEM;XUDYAZ
16023039613,2,2,2,1,1,4,Zn,I;I;[H]C1NC([H])C([H])C(C(=O)N([H])[H])C1[H];[H]C1NC([H])C([H])C(C(=O)N([H])[H]),0.02,0.0447,False,WEMRUC;WEMRUC01
164665148857,2,2,2,1,1,4,Cu,[H]c1c2nc(c([H])c3[nH]c(c([H])c4nc(c([H])c5[nH]c1C1C([H])C([H])C([H])C([H])C51)C,0.02,0.0283,False,WEPDOL;WEPDOL01
109916658847,2,2,2,2,2,4,Ni,[H]C([H])([H])N(n1c(S)c(S)sc1=S)C([H])([H])[H];[H]C([H])([H])N(n1c(S)c(S)sc1=S)C,0.02,9.27,False,WERHEK;WERHOU
914800498471,2,2,2,2,2,4,Pd,Br;Br;[H]C1=C([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])CN1C([H])([H,0.02,7.88,False,WEYGIS;WEYGOY
94502864616,3,3,3,1,1,4,Zn,[H]C([H])([H])C([H])(OP(=S)(S)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[,0.02,0.0412,False,WITKUF;WITKUF01;WITKUF02
849990978019,2,2,2,2,2,5,Co,Cl;Cl;[H]C1C(C(=NC2C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C([H])C2C(,0.02,0.6903,True,WOGZAV;WOGZAV02
777693701739,4,4,4,1,1,4,Pd,Cl;Cl;[H]C1C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])C(N2CN(C3C(C([H])(C([H]),0.02,0.0283,False,WOJSAQ;WOJSEU;WOJSIY;WOJSIY01
277403949903,2,2,2,1,1,5,W,Cl;Cl;O;[H]C1C(C([H])([H])[H])C([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H,0.02,0.0224,True,WUBNEM;WUBNEM01
962529219292,2,2,2,2,2,4,Pt,[H]C([H])([H])C([H])(P(N=P([TeH])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C(,0.02,8.68,False,WUDTOF;WUDTOF01
116113594257,2,2,2,1,1,6,Ti,[H]C([H])([H])NC([H])([H])[H];[H]C([H])([H])NC([H])([H])[H];[H]c1[nH]c(C([H])([H,0.02,0.0361,False,WUFGOU;WUFGOU01
769358867469,2,2,2,1,1,4,Ni,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C(C([H])([,0.02,1.1002,False,XAXRAQ;XAXRAQ01
9711693925,2,2,2,1,1,4,Cu,Cl;Cl;[H]C1NC(Br)C([H])C([H])C1Br;[H]C1NC(Br)C([H])C([H])C1Br,0.02,0.02,False,XIBRUX;XIBRUX01
109210606484,2,2,2,2,2,6,W,C#O;C#O;C#O;C#O;C#O;[H]P([H])[H],0.02,1.6501,True,XIBVUZ;XIBVUZ01
358161084596,2,2,2,1,1,4,Pd,Cl;Cl;[H]C(=NC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1NC([H])C([H])C,0.02,0.0283,False,XIZJEX;XIZJEX01
612492896396,2,2,2,2,1,6,Ru,[H]C([H])([H])S(=O)C([H])([H])[H];[H]C1([H])SC([H])([H])C([H])([H])SC([H])([H])C,0.02,3.6801,False,XORCUD;XORCUD01
323610831017,2,2,2,1,1,4,Pd,[H]C(C(O)C([H])([H])[H])C(O)C(F)(F)C(F)(F)F;[H]C(C(O)C([H])([H])[H])C(O)C(F)(F)C,0.02,0.0283,False,YAZQOJ;YAZQOJ01
695300299206,2,2,2,1,1,6,Co,Cl;Cl;[H]c1c([H])c([H])c2c(c1[H])-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c([H])c([H],0.02,0.0283,False,YEJNIL;YEJNIL01
848060341992,3,3,3,1,1,4,Cd,Cl;Cl;[H]c1c(C([H])([H])[H])nc(=S)n([H])c1C([H])([H])[H];[H]c1c(C([H])([H])[H])n,0.02,0.0922,False,YIJZOG;YIJZOG01;YIJZOG02
328528268141,2,2,2,2,1,6,Fe,[H]C([H])([H])N1N=C(C(=O)O)NN(C([H])([H])[H])C1=O;[H]C([H])([H])N1N=C(C(=O)O)NN(,0.02,1.0402,True,YIZMIF01;YIZMIF03
234240526409,2,2,2,2,1,5,Fe,Cl;[H]C1NC(C([H])([H])N(C([H])([H])C2C([H])C(C([H])([H])[H])C([H])C(C(C([H])([H],0.02,0.5104,False,YOBTIT;YOBTIT01
888551442495,2,2,2,1,1,6,Zn,[H]C1C(C(=O)O)NC2C([H])C([H])C([H])C([H])C2C1[H];[H]C1C(C(=O)O)NC2C([H])C([H])C(,0.02,0.1513,False,YOQRIJ;YOQRIJ01
16227798721,2,2,2,1,1,6,Mn,[H]C(=C([H])C1C([H])C([H])NC([H])C1[H])C1C([H])C([H])NC([H])C1[H];[H]C(=C([H])C1,0.02,0.4305,False,YOSFUI;ZEFGEA
196706214391,2,2,2,1,1,6,Pt,[H]C([H])[H];[H]C([H])[H];[H]C1NN(B([H])(N2NC([H])C([H])C2[H])N2NC([H])C([H])C2[,0.02,0.1315,False,YOVMOL;YOVMOL01
510172364787,2,2,2,2,2,4,Pt,C#O;Cl;[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1C([H])([H])[H],0.02,9.17,False,YUBJAG;YUBJAG01
92357995911,2,2,2,1,1,4,Fe,I;I;[H]C1C([H])C2C(=NC3C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C([H]),0.02,0.0632,False,YUNFAS;YUNFAS01
44805082826,2,2,2,1,1,6,Cu,[H]O[H];[H]O[H];[H]O[H];[H]O[H];[H]c1nc([H])n(C2C([H])C([H])C(C(=O)O)C([H])C2[H],0.02,0.1118,False,YUWDEB;YUWDEB01
514054041291,2,2,2,1,1,6,Co,O=C(O)C(F)(F)F;O=C(O)C(F)(F)F;[H]c1nn([H])c([H])c1[H];[H]c1nn([H])c([H])c1[H];[H,0.02,0.102,False,ZAHWEO;ZAHWOY
659859032752,2,2,2,1,1,5,V,O;[H]C1C([H])C([H])C(C(O)C([H])C(O)C2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H];[,0.02,0.0224,True,ZATVIZ01;ZATVIZ02
373081585823,2,2,2,2,2,4,Pt,C#N;C#N;[H]N1COC([H])([H])C1([H])[H];[H]N1COC([H])([H])C1([H])[H],0.02,8.36,False,ZATZUP;ZAVBAZ
783254267685,2,2,2,1,1,5,V,O;[H]C(=NC([H])([H])C([H])([H])N=C([H])C1C([H])C([H])C([H])C(OC([H])([H])C([H])(,0.02,0.0361,True,ZEHMII01;ZEHMII02
632439242270,2,2,2,1,1,5,Re,N#CC(S)=C(S)C#N;N#CC(S)=C(S)C#N;O,0.02,0.0361,True,ZINJUB;ZINJUB01
582605326379,2,2,2,1,1,5,Ru,Cl;[H]C1([H])C([H])([H])C([H])([H])C([H])(P(C2([H])C([H])([H])C([H])([H])C([H])(,0.02,0.0224,False,ZISNAS;ZISNAS01
897909266194,6,6,6,1,1,4,Zn,Cl;Cl;[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H],0.02,0.9802,False,ZNPYRC01;ZNPYRC03;ZNPYRC04;ZNPYRC05;ZNPYRC06;ZNPYRC07
647024614278,2,2,2,1,1,4,Zn,Br;Br;Br;[H]C([H])([H])S(=O)C([H])([H])[H],0.02,0.0728,False,ZOJBUY;ZOJBUY01
756086501514,2,2,2,2,2,6,Re,Br;Br;Br;[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H],0.02,1.1202,True,ZOKLIU;ZOKLIU01
924556961199,3,3,2,1,1,5,Co,[H]C([H])([H])P(C([H])([H])[H])C([H])([H])[H];[H]C([H])([H])P(C([H])([H])[H])C([,0.02,0.7703,False,ZOKWIH;ZOKWIH01;ZOKWIH02
244731903221,2,2,2,1,1,4,Pd,[H]N=C(N(C([H])=NC1C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C([H])C1C(,0.02,0.0224,False,ZOPJEV;ZOPJOF
316999873997,7,7,5,1,1,4,Pt,C#N;C#N;[H]C1=C([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])CN1C1NC([H])C([H])C([,0.02,0.0361,False,ZUYZUR;ZUYZUR01;ZUYZUR02;ZUYZUR03;ZUYZUR04;ZUYZUR05
896220231467,6,6,3,2,2,4,Cu,[H]c1nc([H])n(C([H])([H])[H])c1[H];[H]c1nc([H])n(C([H])([H])[H])c1[H];[H]c1nc([H,0.01,8.6,False,ABUBOS;ALESOB;ALESOB01;HATNAR01;OQEDEV;OQEDEV01
716476269520,2,2,2,1,1,6,Ni,[H]N([H])C(=O)C([H])([H])[H];[H]N([H])C(=O)C([H])([H])[H];[H]N([H])C(=O)C([H])([,0.01,0.2202,False,ACAMNI;KADVOE
285031066398,2,2,2,2,1,4,Zn,I;I;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H],0.01,2.04,False,ACEHOI;ACEHOI02
383029512566,2,2,2,1,1,5,Zn,[H]C(C(O)C([H])([H])[H])C(O)C([H])([H])[H];[H]C(C(O)C([H])([H])[H])C(O)C([H])([H,0.01,0.0224,False,ACOCIF;ACOCIF01
880887464112,2,2,2,2,2,4,Ir,C#O;C#O;[H]C(C(O)C([H])([H])[H])C(O)C([H])([H])[H],0.01,8.75,False,ACRHCO01;ACRHCO02
375999564258,31,31,23,1,1,4,Mo,S;S;S;S,0.01,0.35,False,ADEGEW;AMEHEF04;CADLUP;COXTUF;CURMAE;FESTIH
589191750368,2,2,2,1,1,6,Co,[H]O[H];[H]O[H];[H]c1c(C(=O)O)c(=O)n([H])c(=O)n1[H];[H]c1c(C(=O)O)c(=O)n([H])c(=,0.01,0.2402,False,AFEDOF;PECLUG
362807179254,4,4,3,1,1,4,Zn,Cl;Cl;[H]C([H])(C(=O)O)N([H])([H])[H];[H]C([H])(C(=O)O)N([H])([H])[H],0.01,0.0316,False,AFEMEE;AFEMEE02;AFEMEE03;AFEMEE04
909298959969,3,3,3,2,1,4,Zn,[H]N([H])C(=S)N([H])N([H])[H];[H]N([H])C(=S)N([H])N([H])[H],0.01,1.2,True,AFIBAV;DASFUY01;DASFUY02
317689668203,3,3,3,1,1,6,Co,[H]OC([H])([H])C([H])([H])C1NC([H])C([H])C([H])C1[H];[H]OC([H])([H])C([H])([H])C,0.01,0.3,False,AFUWIJ;HULYES;NOPDON
893904497129,2,2,2,1,1,4,Cd,Br;[H]C1=C([H])N(C([H])([H])[H])C(=S)N1B([H])(N1C(=S)N(C([H])([H])[H])C([H])=C1[,0.01,0.0412,False,AGEZOB;AGEZOB01
669743435083,6,6,2,1,1,4,Mn,[H]c1c([H])c([H])c2c3nc4nc(nc5[nH]c(nc6nc(nc([nH]3)c2c1[H])C1C([H])C([H])C([H])C,0.01,0.0141,False,AGICIF;MNPHCY02;MNPHCY03;MNPHCY11;MNPHCY21;MNPHCY23
566977382537,4,4,4,2,2,4,Cu,[H]N=C(OC([H])([H])[H])N([H])C(=NC([H])([H])C([H])([H])N=C(N([H])[H])N([H])C(=N[,0.01,8.43,False,AHASOR;HULNAD;IVORUG;XASFIG
903856253795,2,2,2,1,1,4,Ni,[H]C([H])([H])OC(=O)C(S)=C(S)C(=O)OC([H])([H])[H];[H]C([H])([H])OC(=O)C(S)=C(S)C,0.01,0.0141,False,AHIGON;AHIGUT
285132584385,2,2,2,1,1,4,Pt,Cl;Cl;[H]C1NC(C([H])([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H],0.01,0.0806,False,AHOWIF;AHOWIF01
107300705777,3,3,2,1,1,4,Fe,[H]C1C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])C(NC(C([H])C(O)C([H])([H])[H]),0.01,0.01,False,AHUGOA;AHUGOA01;AHUGOA02
586508497608,3,3,3,3,1,6,Ni,[H]ON=C(C(=NC([H])([H])C([H])([H])N([H])[H])C([H])([H])[H])C([H])([H])[H];[H]ON=,0.01,3.3,True,AIBXNI;AIBXNI01;AIBXNI02
768307643675,2,2,2,1,1,4,Co,[H]C(=NC12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C3([H])[H])C1([H,0.01,0.1503,False,AJUDUI;VUJKAP
784684791415,5,5,3,1,1,4,Cu,[H]N=C(N([H])[H])N([H])C(=N[H])N(C([H])([H])[H])C([H])([H])[H];[H]N=C(N([H])[H]),0.01,0.0141,False,AJUHUJ;HIHDUX;HIHDUX01;HIHDUX02;HIHDUX03
896482294932,7,7,6,1,1,6,Cr,N=C=S;N=C=S;N=C=S;N=C=S;[H]C1NC([H])C2C([H])C([H])C([H])C([H])C2C1[H];[H]C1NC([H,0.01,0.3,False,AKAGAU;LEGFIN;LEGFIN01;LEGFOT;LEGFOT01;OLUBUS
858328582207,2,2,2,1,1,4,Pd,Cl;Cl;[H]C1NC(C(=NC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C2C([H])C([H]),0.01,0.0141,False,AKETIU;AKETIU01
459718439765,2,2,2,2,1,4,Ni,Cl;[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])(,0.01,0.5901,False,AKUNAY;AKUNAY01
438794974381,2,2,2,1,1,4,Pt,Br;Br;[H]N([H])[H];[H]N([H])[H],0.01,0.0141,False,AKUWEL;AKUWEL01
185858366406,2,2,2,1,1,6,Cu,[H]c1nc([H])n(C([H])([H])[H])c1[H];[H]c1nc([H])n(C([H])([H])[H])c1[H];[H]c1nc([H,0.01,0.5101,False,ALAFOK;ALAFOK01
142747666304,42,42,12,2,2,4,Pt,N#CC(S)=C(S)C#N;N#CC(S)=C(S)C#N,0.01,8.65,False,AMEPEO;AYAMUI;AYAMUI02;AYANAP;AYANET01;AYANET02
399521312439,2,2,2,1,1,4,Cu,[H]N=C(N([H])[H])N([H])C(=O)N([H])[H];[H]N=C(N([H])[H])N([H])C(=O)N([H])[H],0.01,0.0141,False,ANAPUD;DOKLIY
14337174180,2,2,2,1,1,4,Cu,[H]c1nc(C2C([H])C([H])C([H])C([H])C2[H])n([H])c1[H];[H]c1nc(C2C([H])C([H])C([H]),0.01,0.8801,False,ANEBIG;ANECED
155900070943,2,2,2,1,1,4,Ir,[H]C1C(OP(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H,0.01,0.0316,False,APECAB;APECOP
918341148427,5,5,5,2,1,6,Co,[H]C1NC(C(=O)O)C([H])C([H])C1[H];[H]C1NC(C(=O)O)C([H])C([H])C1[H];[H]O[H];[H]O[H,0.01,0.8301,False,APICCO02;APICCO05;APICCO07;HUTLIT;WENQIS
120312626290,2,2,2,1,1,4,Pd,Cl;[H]C1C([H])C([H])C(P2C3([H])C(C([H])([H])[H])=C(C([H])([H])[H])C2([H])C([H])(,0.01,0.0224,False,APUCET;APUCIX
80539411102,2,2,2,1,1,6,Cd,[H]C1([H])SC([H])([H])C([H])([H])SC([H])([H])C([H])([H])SC1([H])[H];[H]C1([H])SC,0.01,0.0224,False,AQADIF;HEDPIP
282525401639,2,2,2,1,1,4,Pt,[H]C1CC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C,0.01,0.01,False,AQUKEC;REHVIL
345364641195,2,2,2,2,2,6,Zn,[H]C1NC(S(=O)(=O)O)C([H])C([H])C1[H];[H]C1NC(S(=O)(=O)O)C([H])C([H])C1[H];[H]O[H,0.01,2.42,True,AROCAL;AROCAL01
321349972822,2,2,2,1,1,4,Ni,[H]C(=NC([H])([H])C([H])=C([H])[H])C1C([H])C([H])C([H])C([H])C1O;[H]C(=NC([H])([,0.01,0.0141,False,ASALNI11;ASALNI12
350939733316,2,2,2,1,1,4,Zn,[H]C(C(O)C([H])([H])[H])C(O)C([H])([H])[H];[H]C(C(O)C([H])([H])[H])C(O)C([H])([H,0.01,0.1204,False,ASOCOC;ASOCOC01
148507021081,3,3,2,1,1,4,Hg,[H]C1C([H])C([H])C(C([H])([H])N(C(S)S)C([H])([H])C2C([H])C([H])C([H])C([H])C2[H],0.01,0.0316,True,ATADEE;ATADEE01;ATADEE02
86302400455,2,2,2,1,1,4,Pd,Cl;[H]C1C([H])C(C([H])([H])[H])C(N#C)C(C([H])([H])[H])C1[H];[H]N=C(C1C([H])C([H],0.01,0.0412,False,AVAMEQ;AVAMEQ01
159828987638,2,2,2,1,1,4,Ni,[H]OC1C([H])C([H])C(C([H])=NN=C(S)N([H])[H])C([H])C1OC([H])([H])[H];[H]OC1C([H]),0.01,0.0141,False,AVEKAO;KOMGAU
164510460141,4,4,3,1,1,4,Ni,[H]C(=NC([H])([H])C([H])([H])C([H])([H])N([H])(C([H])([H])[H])C([H])([H])[H])C1C,0.01,0.0141,False,AVOKON;ODAXEX;ODAXEX01;ODAXEX02
498102517620,2,2,2,1,1,4,Zn,Cl;Cl;[H]C1C([H])C([H])C2C(N=C(C3C([H])C([H])C([H])C([H])C3N([H])[H])N2[H])C1[H],0.01,0.0906,False,AWOLEE;IQEDAM
515441266881,2,2,2,1,1,4,Zn,Cl;Cl;[H]C(=NC([H])([H])C([H])([H])C([H])([H])N([H])([H])C1([H])C([H])([H])C([H],0.01,0.0141,False,AWONUW;AWONUW01
739052639093,2,2,2,1,1,4,Cu,[H]C1C(I)C([H])C(C(=O)O)C(O)C1I;[H]C1C(I)C([H])C(C(=O)O)C(O)C1I,0.01,0.0141,False,AWOWAN;AWOWER
118770326138,4,4,4,2,2,4,Au,N#CC1NC(S)C(S)NC1C#N;N#CC1NC(S)C(S)NC1C#N,0.01,8.69,False,AXUHIK;AXUHUW;XIJBIC;ZIDBEW01
88653776569,2,2,2,1,1,6,Mn,[H]C1NC([H])C([H])C(C2NNNN2)C1[H];[H]C1NC([H])C([H])C(C2NNNN2)C1[H];[H]O[H];[H]O,0.01,0.4601,False,AYADEJ;AYADEJ01
539634139361,2,2,2,1,1,6,Cd,[H]C1NC([H])C([H])C(C2NNNN2)C1[H];[H]C1NC([H])C([H])C(C2NNNN2)C1[H];[H]O[H];[H]O,0.01,0.5401,False,AYADIN;AYADIN01
495369650574,2,2,2,1,1,4,Pd,Br;Br;[H]C1=C([H])N(C([H])([H])C([H])([H])[H])CN1C([H])([H])[H];[H]C1=C([H])N(C(,0.01,0.0141,False,AYIQOP;AYIQOP01
379746844649,2,2,2,1,1,6,Mn,[H]C1C([H])C([H])N(O)C([H])C1C(=O)O;[H]C1C([H])C([H])N(O)C([H])C1C(=O)O;[H]O[H];,0.01,0.0141,False,AYODAV;AYODAV01
175486229181,3,3,3,1,1,5,Cu,O=S(=O)(O)O;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]C1NC2C3N,0.01,0.4501,False,AYOLOQ;AYOLOQ01;EDUVOQ
527596594672,2,2,2,1,1,4,Cu,[H]C(=NC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1C(,0.01,0.0224,False,AZELOH;AZELOH01
537481730279,2,2,2,1,1,6,Mn,Cl;Cl;[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]O[H];[H]O[H,0.01,0.4101,False,AZISUY;QOMSEU
209036702317,2,2,2,1,1,4,Pt,Cl;Cl;[H]C1NC(C2NC([H])C([H])C([H])C2[H])C(C2NC([H])C([H])C([H])C2[H])NC1[H],0.01,0.0412,False,AZOFEB;TOXYAG
404896403036,2,2,2,1,1,6,Co,[H]OP(=O)(O)C([H])([H])P(=O)(O)O[H];[H]OP(=O)(O)C([H])([H])P(=O)(O)O[H];[H]O[H];,0.01,0.4101,False,AZOGOM;YALWEP
648104769795,10,10,8,1,1,6,Pt,Br;Br;Br;Br;Br;Br,0.01,0.2002,False,AZUXIE;DULMIH;EPESUQ;MOWFIO;SIXNAR;VIHYUI
359708074627,4,4,2,1,1,4,Cu,Cl;Cl;[H]C1NC(I)C([H])C([H])C1[H];[H]C1NC(I)C([H])C([H])C1[H],0.01,0.0141,False,BABMUQ;BABMUQ01;BABMUQ02;BABMUQ03
746076606948,4,4,2,1,1,4,Cu,Br;Br;[H]C1NC(I)C([H])C([H])C1[H];[H]C1NC(I)C([H])C([H])C1[H],0.01,0.0141,False,BABNAX;BABNAX01;BABNAX02;BABNAX03
89428643644,2,2,2,2,2,4,Fe,C#O;C#O;C#O;I,0.01,8.22,False,BAQZIG;BAQZOM
163321129783,2,2,2,1,1,4,Pt,[H]N([H])[H];[H]N([H])[H];[H]c1c(N([H])[H])nc(=O)n(C([H])([H])[H])c1[H];[H]c1c(N,0.01,0.0141,False,BARZOJ;GEBVUE
890175674234,2,2,2,1,1,4,Cu,[H]C(=NC([H])([H])C([H])([H])OC([H])([H])[H])C1C([H])C(Br)C([H])C([H])C1O;[H]C(=,0.01,0.0141,False,BAVGUD;BAVROI
392729659941,2,2,2,1,1,4,Pt,[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]N([H])C1([H])C([H])(,0.01,0.0412,False,BEBCAN;TEPREN
530496039361,2,2,2,2,1,6,Fe,N=N=N;[H]C(=NC1C([H])C([H])C([H])C([H])C1N=C([H])C1C([H])C([H])C([H])C([H])C1O)C,0.01,0.3302,True,BEHHUT;BEHHUT01
624459375538,2,2,2,1,1,4,Pt,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C(C2NC([H])C([H])C([H])C2[H])NC1[H];[H]C1NC(C,0.01,0.051,False,BELFAB;BELFEF
917542274669,3,3,3,1,1,6,Co,C#N;C#N;[H]c1c([H])c([H])c2c3nc4nc(nc5[nH]c(nc6nc(nc([nH]3)c2c1[H])C1C([H])C([H],0.01,0.5301,False,BELGEF;TAXFOP;TAXFUV
618044880452,2,2,2,1,1,4,Rh,[H]C1=C([H])c2nc1c(C1C([H])C([H])C([H])C([H])C1[H])c1[nH]c(c([H])c1[H])c(C1C([H],0.01,0.0224,False,BENYID;YOWJID
738653906026,2,2,2,1,1,4,Cu,Br;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H,0.01,0.0316,False,BEQLAK;BEQLAK01
537623667801,2,2,2,1,1,4,Co,Br;Br;[H]C([H])([H])N(C(=S)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H];[H]C([,0.01,0.051,False,BEWGUI;BEWGUI01
310592508775,4,4,4,2,2,4,Ni,[H]C1C([H])C([H])C(S)C(S)C1[H];[H]C1C([H])C([H])C(S)C(S)C1[H],0.01,8.9,False,BEXJEW;DELYEZ;DELYEZ01;QIMXOC
72596151155,3,3,3,1,1,6,Zn,[H]c1nc([H])n([H])c1[H];[H]c1nc([H])n([H])c1[H];[H]c1nc([H])n([H])c1[H];[H]c1nc(,0.01,0.2702,False,BIBBIY;HIMZZN02;HIMZZN03
808397183545,2,2,2,1,1,6,Co,[H]N1C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([,0.01,0.0141,False,BIGNOU;BIGNOU01
273124564667,3,3,3,1,1,4,Co,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C,0.01,0.0141,False,BIHGEE;BIHGEE01;BIHGEE02
893661552071,2,2,2,1,1,4,Cu,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,0.01,0.0608,False,BIYXIR;DAYGUF
121175726822,2,2,2,2,2,4,Ni,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H])P(C2C,0.01,8.37,False,BOFWEB;BOFWIF
34263104292,11,11,8,2,2,4,Cu,[H]C1=C([H])c2nc1c(C1C([H])C([H])C([H])C([H])C1[H])c1[nH]c(c([H])c1[H])c(C1C([H],0.01,8.6,False,BOSBAM10;CUTPOR01;CUTPOR02;CUTPOR03;CUTPOR04;CUTPOR05
265011818230,2,2,2,1,1,4,Pd,[H]C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1C([H])C([H])C([H])C([H],0.01,0.0141,False,BTSAPD01;BTSAPD02
552501518050,2,2,2,2,1,4,Zn,Cl;Cl;[H]C1C([H])C(C2NC(C([H])([H])[H])C([H])C([H])C2[H])NC(C([H])([H])[H])C1[H],0.01,2.58,False,BUDCAF;BUDCAF01
396841421079,2,2,2,1,1,4,Cu,[H]C(=NN=C(S)N([H])C1C([H])C([H])C([H])C([H])C1[H])c1oc([H])c([H])c1[H];[H]C(=NN,0.01,0.0141,False,BUJSOP;BUJSOP02
848346216134,2,2,2,1,1,4,Cr,[H]C1C([H])C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])C(NC(C([H])C(NC2C([H])C(,0.01,0.0141,False,BUJXOU;BUJXOU01
712714404425,3,3,2,1,1,4,Ni,[H]C1C([H])C(Cl)C(S)C(S)C1Cl;[H]C1C([H])C(Cl)C(S)C(S)C1Cl,0.01,0.0141,False,BUNSEL;KARPEC;SIDBIT
191142447372,2,2,2,2,2,4,Pd,Cl;[H]N(C([H])([H])C([H])([H])SC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C,0.01,8.37,False,BUQCEW;DOMDEP
145186089984,2,2,2,1,1,6,Zn,[H]C1NC(C(=O)O)C([H])C([H])C1C(=O)O;[H]O[H];[H]O[H];[H]O[H];[H]O[H],0.01,0.0141,True,BUXZUQ;BUXZUQ01
319265993280,2,2,2,1,1,6,Fe,Cl;Cl;Cl;[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H],0.01,0.01,False,CAFNIG;CAFNIG02
432547437074,3,3,2,1,1,4,Pd,Cl;[H]C1C([H])C([H])C(P(C([H])([H])C2CC(C([H])([H])P(C3C([H])C([H])C([H])C([H])C,0.01,0.0141,False,CAMGON;OCIXAZ;OCIXAZ01
882324564014,2,2,2,2,2,4,Pt,Cl;Cl;[H]C1C([H])C([H])C([As](C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])(,0.01,8.88,False,CATROF;OJEVOQ
505175997448,2,2,2,2,2,4,Rh,C#O;C#O;Cl;[H]c1nn([H])c([H])c1[H],0.01,8.44,False,CAWZUV;CAWZUV01
683975960509,3,3,3,3,1,6,Zn,N=C=S;N=C=S;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]C1NC2C3N,0.01,4.24,True,CAYQEZ;CAYQEZ01;CAYQEZ02
