refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,delta_TBPY_SPY,is_intermediate_delta_lt_1,L3_key_hash
QUYHAV,Pt,+2,d8,"Cl,P,S",2-1-1,4.5700,6.3600,0.6693,0.8102,1.7900,False,743152400904
QUYHEZ,Pt,+2,d8,"P,S",1-1,0.6300,6.1400,-0.1367,0.7952,5.5100,False,863929931115
QUYHOJ,Pd,+2,d8,"Cl,P,S",2-1-1,0.6300,4.6400,-0.1367,0.6758,4.0100,False,19177143512
QUYHUP,Pd,+2,d8,"P,S",1-1,4.8100,6.2100,0.6911,0.8000,1.4000,False,465124606242
QUYYAO,Sc,,,,,0.6300,0.9600,-0.1367,0.0253,0.3300,True,247867392063
QUZPOS,Ir,,,,,5.9000,9.7100,0.7782,0.9917,3.8100,False,801728347184
QUZVOY,V,,,,,5.2400,5.6900,0.7275,0.7627,0.4500,True,961724532125
QUZVUE,Ni,+2,d8,"O,P",1-1,0.2900,5.8900,-0.4089,0.7774,5.6000,False,213456856197
QUZWAL,Ni,+2,d8,"N,P",1-1,0.3500,5.6400,-0.3468,0.7589,5.2900,False,102688262112
QUZWEP,Ni,+2,d8,"N,P",1-1,0.2600,5.7200,-0.4437,0.7649,5.4600,False,457461218394
QUZXER,Cu,+2,d9,N,2-2,3.6200,7.3700,0.5705,0.8733,3.7500,False,171148029353
QUZXIT,Ru,+2,d6,"C,N,P",1-1-1-1,5.6300,6.3300,0.7582,0.8082,0.7000,True,330910617230
RABGEG,Cu,+2,d9,,,1.4500,6.3000,0.1903,0.8062,4.8500,False,706208915063
RABQAR,Zn,+2,d10,,,4.7900,6.4200,0.6893,0.8142,1.6300,False,992823851139
RABVAS,Co,+2,d7,"C,P",1-1,0.2100,5.3500,-0.5086,0.7364,5.1400,False,550439280790
RABVEW,Co,+2,d7,"C,P",1-1,0.2200,1.2500,-0.4949,0.1303,1.0300,False,948161901403
RABVOG,Co,+2,d7,"C,P",1-1,0.4700,1.1100,-0.2441,0.0828,0.6400,True,729468495124
RABVUH,Re,,,,,5.5000,5.8700,0.7482,0.7760,0.3700,True,711156672776
RACHOV,Ni,+2,d8,"N,O",1-1,12.8300,11.0200,1.1116,1.0461,1.8100,False,911811043954
RACMOZ,Ti,,,"Cl,N",1-1,0.9900,1.5800,0.0374,0.2253,0.5900,True,98107636719
RACNAN,Fe,+2,d6,N,1-1,0.3900,1.2200,-0.3098,0.1206,0.8300,True,215645721233
RACNER,Ni,+2,d8,,,13.0200,12.6900,1.1179,1.1069,0.3300,True,85601001527
RACNIV,Ni,+2,d8,N,1-1,7.3600,9.3800,0.8727,0.9768,2.0200,False,150907895115
RACNOB,Ni,+2,d8,,,13.0600,11.6200,1.1193,1.0689,1.4400,False,773467260806
RACSEW,Ru,+2,d6,"N,P",1-1,0.2400,1.1900,-0.4685,0.1106,0.9500,True,752392450232
RACSIA,Ru,+2,d6,"C,N",1-1,5.8900,6.0200,0.7774,0.7868,0.1300,True,390231103457
RACSUM,Ru,+2,d6,"C,N",1-1,5.6400,5.9400,0.7589,0.7810,0.3000,True,496082639524
RACTAT,Ru,+2,d6,"C,N",1-1,0.2700,1.2400,-0.4318,0.1271,0.9700,True,301631167931
RACVUM,W,,,"Cl,N",1-1,0.8400,5.9500,-0.0269,0.7818,5.1100,False,191063769770
RACWAT,W,,,"As,N",1-1,0.8800,6.0000,-0.0088,0.7853,5.1200,False,440520626607
RACXUP,Cu,+2,d9,N,1-1,4.8200,5.9200,0.6920,0.7796,1.1000,False,601457694483
RACYAW,Zn,+2,d10,,,0.3300,5.0100,-0.3665,0.7084,4.6800,False,302055866993
RACYUS,Hg,,,,,0.7700,4.7800,-0.0605,0.6884,4.0100,False,591330720412
RACZUV,Zn,+2,d10,,,0.2500,5.5800,-0.4559,0.7543,5.3300,False,374209156428
RADKEM,Mo,,,N,1-1,0.1600,5.6900,-0.5850,0.7627,5.5300,False,648092824020
RADLAJ,Au,,,"Cl,N",1-1-1-1,5.0400,7.4100,0.7110,0.8756,2.3700,False,404904732903
RADMUF,Ru,+2,d6,"C,P,S",1-1-1-1,0.6300,1.3700,-0.1367,0.1673,0.7400,True,178864419781
RADNAM,Ru,+2,d6,"C,S",1-1,5.4900,6.5100,0.7474,0.8202,1.0200,False,178864419781
RADNEQ,Ru,+2,d6,"C,N,P,S",1-1-1-1,0.9700,6.4200,0.0294,0.8142,5.4500,False,631538642301
RADNIU,Ru,+2,d6,"C,N,P,S",1-1-1-1,0.7300,1.7800,-0.0809,0.2742,1.0500,False,26367502450
RADPET,Ta,,,"Cl,N",1-1,0.8000,5.7300,-0.0458,0.7657,4.9300,False,243198995176
RADQAQ,Ta,,,N,1-1,0.2300,1.1600,-0.4815,0.1004,0.9300,True,960153926948
RADRUK,Cu,+2,d9,O,2-2,4.4900,5.6000,0.6618,0.7559,1.1100,False,534234252153
RADWON,Cd,,,O,1-1,0.0500,0.8400,-0.8239,-0.0269,0.7900,True,473521160646
RAFGEP,Mn,,,"C,P",2-1-1,0.4300,1.5600,-0.2757,0.2201,1.1300,False,69451190793
RAFGOZ,Mn,,,P,2-2,0.4200,2.2800,-0.2840,0.3766,1.8600,False,453026859272
RAFHOA,Mn,,,P,2-2,6.9800,7.0900,0.8500,0.8567,0.1100,True,912775833771
RAFKAP,Ru,+2,d6,"C,N,P",1-1-1-1,5.5900,6.3100,0.7551,0.8069,0.7200,True,13048383726
RAFKUG,Cu,+2,d9,N,1-1,0.7800,0.9400,-0.0555,0.0170,0.1600,True,881251485994
RAFREZ,Ta,,,"N,O",1-1,0.1600,5.1500,-0.5850,0.7202,4.9900,False,164260416725
RAFSIC,Pt,+2,d8,"N,S",2-2,4.7900,6.1400,0.6893,0.7952,1.3500,False,171146499875
RAFSUO,Pt,+2,d8,"N,S",2-2,4.6900,6.1500,0.6803,0.7959,1.4600,False,133422775128
RAFYON,Cu,+2,d9,"N,O",2-2,4.9400,6.1800,0.7024,0.7980,1.2400,False,747830678958
RAFYON02,Cu,+2,d9,"N,O",2-2,4.5600,5.6300,0.6684,0.7582,1.0700,False,747830678958
RAFYOP,Ni,+2,d8,"C,N",2-2,4.6800,5.3200,0.6794,0.7340,0.6400,True,25175985735
RAFZAZ,Tc,,,,,0.0100,1.2500,-0.9586,0.1303,1.2400,False,674507520152
RAGCUX,Zn,+2,d10,N,1-1,9.7600,7.8400,0.9939,0.8998,1.9200,False,73230797633
RAGDIO,Cu,+2,d9,"N,O",2-2,6.5900,14.3600,0.8254,1.1602,7.7700,False,229317638154
RAGDIO01,Cu,+2,d9,"N,O",2-2,11.5800,8.7900,1.0674,0.9489,2.7900,False,229317638154
RAGHIQ,Mn,,,C,1-1-1-1,5.4500,5.9100,0.7443,0.7789,0.4600,True,702637110677
RAGHOW,Mn,,,C,1-1,0.1900,5.8700,-0.5376,0.7760,5.6800,False,702637110677
RAGLOD,Mn,,,N,1-1,0.0700,0.7300,-0.7696,-0.0809,0.6600,True,695160409640
RAGLUJ,Zn,+2,d10,N,1-1,0.1600,0.8000,-0.5850,-0.0458,0.6400,True,66073304677
RAGMIY,Cu,+2,d9,N,1-1,4.6900,5.6600,0.6803,0.7604,0.9700,True,814797520009
RAGQUN,Cu,+2,d9,"N,O",2-1-1,0.3400,0.7300,-0.3565,-0.0809,0.3900,True,980837098684
RAGRAU,Cu,+2,d9,"N,O",1-1,0.6500,6.2200,-0.1249,0.8007,5.5700,False,681382629916
RAGZUV,Cu,+2,d9,"N,O",2,4.0700,6.3900,0.6201,0.8122,2.3200,False,916834340194
RAHBAE,Cu,+2,d9,"N,O",2,5.2400,7.1200,0.7275,0.8585,1.8800,False,871582513524
RAHFUD,Cu,+2,d9,"N,O",3-1,4.0300,6.1500,0.6160,0.7959,2.1200,False,231450674967
RAHLOC,Re,,,P,2,0.6600,5.9000,-0.1192,0.7782,5.2400,False,441232792324
RAHLUI,Re,,,P,2,0.6200,0.9900,-0.1427,0.0374,0.3700,True,169960656800
RAHMIX,Cu,+2,d9,N,1-1,0.1300,5.5700,-0.6383,0.7536,5.4400,False,948523552371
RAHMUJ,Cu,+2,d9,"N,S",1-1,0.4100,5.4400,-0.2924,0.7435,5.0300,False,608890794575
RAHNAQ,Cu,+2,d9,"N,S",1-1,0.3700,5.8500,-0.3279,0.7745,5.4800,False,918609938311
RAHTEB,Cu,+2,d9,N,1-1,5.6300,7.4800,0.7582,0.8797,1.8500,False,886707147146
RAHTUQ,Ir,,,C,1-1,5.0300,6.1300,0.7101,0.7945,1.1000,False,809269540957
RAHVAY,Ir,,,"C,O",1-1,0.7000,2.1100,-0.0969,0.3444,1.4100,False,426000472175
RAHVEC,Ir,,,C,1-1,0.6500,1.8100,-0.1249,0.2810,1.1600,False,426000472175
RAHZIL,Cu,+2,d9,N,1-1,0.6700,4.7400,-0.1135,0.6848,4.0700,False,721923545767
RAJPAU,Zn,+2,d10,,,0.5200,5.9600,-0.2076,0.7825,5.4400,False,149160854579
RAJPAU01,Zn,+2,d10,,,0.5300,5.9700,-0.2007,0.7832,5.4400,False,149160854579
RAJQIC,Cu,+2,d9,"N,O",1-1,0.3900,6.3400,-0.3098,0.8089,5.9500,False,418974425921
RAKKIY,Cu,+2,d9,N,1-1,10.5300,9.3700,1.0265,0.9763,1.1600,False,259176631368
RAKMOH,Zr,,,,,2.0500,7.5100,0.3324,0.8814,5.4600,False,812727083748
RAKTAA,Fe,+2,d6,,,0.6900,5.9600,-0.1024,0.7825,5.2700,False,604566703192
RALKEW,V,,,,,0.2500,1.3500,-0.4559,0.1614,1.1000,False,558430712436
RALMEY,Ru,+2,d6,"C,O,P",1-1-1-1,0.6100,1.6900,-0.1487,0.2529,1.0800,False,606077343943
RALMIC,Ru,+2,d6,"C,O,P",1-1-1-1,6.1700,6.2800,0.7973,0.8048,0.1100,True,511703052625
RALMUO,Mn,,,,,4.7400,6.2600,0.6848,0.8035,1.5200,False,477909512859
RALPIE,Cu,+2,d9,,,0.5300,6.0300,-0.2007,0.7875,5.5000,False,32172487702
RALQAY,Cd,,,S,1-1,8.4100,9.4100,0.9299,0.9782,1.0000,False,565794848180
RALQEC,Zn,+2,d10,S,1-1,0.9200,4.4800,0.0086,0.6609,3.5600,False,778300425275
RALVOQ,Mo,,,,,5.2600,5.7300,0.7292,0.7657,0.4700,True,611339122244
RAMDUG,Ni,+2,d8,,,1.0200,6.5900,0.0492,0.8254,5.5700,False,639681700458
RAMFAO,Ni,+2,d8,,,5.1600,6.6100,0.7210,0.8267,1.4500,False,632234197673
RAMGES,Zn,+2,d10,"N,O",1-1,0.2500,5.8300,-0.4559,0.7731,5.5800,False,258009584102
RAMMIB,Cu,+2,d9,O,2-2,4.3700,5.8000,0.6503,0.7709,1.4300,False,525497595453
RAMMIB01,Cu,+2,d9,O,2-2,0.6000,0.7400,-0.1549,-0.0757,0.1400,True,525497595453
RAMPOM,Ru,+2,d6,"O,P",1-1,0.3800,1.3200,-0.3188,0.1523,0.9400,True,628230587493
RAMTOQ,Rh,+3,d6,P,1-1,10.9400,9.8500,1.0430,0.9978,1.0900,False,742904760334
RANBEN,Cu,+2,d9,"N,O",1-1-1-1-1-1,6.8000,7.9700,0.8388,0.9069,1.1700,False,839964410002
RANBEN01,Cu,+2,d9,"N,O",1-1-1-1-1-1,6.4600,9.4300,0.8169,0.9791,2.9700,False,839964410002
RANDOZ,Y,,,,,1.8000,7.8200,0.2788,0.8987,6.0200,False,518950220985
RANDUF,Y,,,,,0.6600,5.8600,-0.1192,0.7752,5.2000,False,304854311165
RANGOD,Re,,,,,5.4900,6.8000,0.7474,0.8388,1.3100,False,572136962374
RANJOG,Fe,+2,d6,"C,N",1-1,0.4000,1.8800,-0.3010,0.2967,1.4800,False,168088830910
RANKIB,Fe,+2,d6,"C,N",1-1,0.3800,5.7700,-0.3188,0.7686,5.3900,False,855277241882
RANLEX,Ru,+2,d6,,,0.6300,1.2700,-0.1367,0.1367,0.6400,True,747233848913
RANLIC,Mo,,,"N,O",1-1,0.1400,1.0100,-0.6198,0.0453,0.8700,True,38343092067
RANLIE,Mn,,,,,0.9300,3.4800,0.0128,0.5539,2.5500,False,568656958032
RANLOK,Mn,,,,,4.6300,6.2000,0.6749,0.7993,1.5700,False,800246966851
RANLUQ,Mn,,,,,0.9000,4.5600,0.0000,0.6684,3.6600,False,800246966851
RANMUR,Zn,+2,d10,N,4,4.8600,5.8800,0.6955,0.7767,1.0200,False,925062610918
RANNUR,Ru,+2,d6,"C,O,P",1-1-1-1,6.0000,6.0300,0.7853,0.7875,0.0300,True,429240571396
RANTEF,Zn,+2,d10,,,0.4500,4.8700,-0.2596,0.6964,4.4200,False,188156745888
RANWOW,W,,,C,1-1-1-1,5.7400,5.9500,0.7664,0.7818,0.2100,True,155802333842
RAPJAV,Ru,+2,d6,"C,Cl,O",1-1-1-1,3.6500,5.3100,0.5740,0.7332,1.6600,False,936899774811
RAPRIN,Zn,+2,d10,,,0.7000,4.7900,-0.0969,0.6893,4.0900,False,272499176946
RAPVIP,Ru,+2,d6,"C,P",1-1,0.7700,6.2100,-0.0605,0.8000,5.4400,False,370947559293
RAPWEO,V,,,,,4.8400,5.6900,0.6937,0.7627,0.8500,True,679650414344
RAPWIS,V,,,,,4.8300,5.6500,0.6928,0.7597,0.8200,True,573574243618
RAQNAA,Cu,+2,d9,,,1.3000,4.0400,0.1461,0.6170,2.7400,False,704003809277
RAQROS,V,,,,,5.2800,5.8300,0.7308,0.7731,0.5500,True,970512620800
RAQSAF,V,,,,,0.5600,6.1000,-0.1805,0.7924,5.5400,False,748842203698
RAQSOR,Ir,,,Cl,1-1,4.8900,5.5800,0.6981,0.7543,0.6900,True,976430103146
RAQXEO,Cu,+2,d9,O,2,12.2200,7.9700,1.0906,0.9069,4.2500,False,54974883062
RAQXIS,Zn,+2,d10,O,2,8.0700,7.6500,0.9122,0.8893,0.4200,True,572201259578
RARBIZ,Ni,+2,d8,"C,N",2,0.7200,4.4500,-0.0862,0.6580,3.7300,False,260310940667
RARGOH,Co,+2,d7,"Cl,N",1-1,1.0000,6.5300,0.0414,0.8215,5.5300,False,861005727399
RARHEY,Co,+3,d6,"Cl,N",1-1,6.4000,4.7200,0.8129,0.6830,1.6800,False,395043764716
RARHIC,V,,,"N,O",1-1,0.1900,5.4400,-0.5376,0.7435,5.2500,False,927719800556
RARPOQ,Ru,+2,d6,"O,P",1-1,6.3000,6.5200,0.8062,0.8209,0.2200,True,384311973242
RARPUW,Ru,+2,d6,"O,P",1-1,0.3400,1.9200,-0.3565,0.3054,1.5800,False,770042403905
RARQAD,Ru,+2,d6,"C,O",1-1,6.2800,6.7000,0.8048,0.8325,0.4200,True,714957028870
RASDEX,Rh,+3,d6,"C,P",1-1,0.6500,0.7900,-0.1249,-0.0506,0.1400,True,747059100072
RASHAY,Mo,,,,,4.1800,5.9000,0.6314,0.7782,1.7200,False,376179419660
RASPOQ,Cu,+2,d9,N,2,4.9800,6.0700,0.7059,0.7903,1.0900,False,464905840232
RASQUX,Co,+2,d7,"C,P",1-1,0.5500,1.1000,-0.1871,0.0792,0.5500,True,756725794706
RATJUT,Zn,+2,d10,N,2,0.3900,1.0800,-0.3098,0.0719,0.6900,True,181709594004
RATMUU,Cu,+2,d9,,,0.9800,1.2400,0.0334,0.1271,0.2600,True,33972789675
RATNEG,Ta,,,"N,O",1-1,0.0900,5.6300,-0.7212,0.7582,5.5400,False,565026405708
RATSIP,Co,+2,d7,"C,P",1-1,0.6800,5.9200,-0.1079,0.7796,5.2400,False,678073382344
RATSIP01,Co,+2,d7,"C,P",1-1,0.6800,5.9200,-0.1079,0.7796,5.2400,False,678073382344
RATVIU,W,,,C,1-1-1-1,5.9000,6.2200,0.7782,0.8007,0.3200,True,155802333842
RATVOA,Cr,,,C,1-1-1-1,0.1500,1.1300,-0.6021,0.0899,0.9800,True,402606621283
RATXER,Zn,+2,d10,,,13.3500,11.8000,1.1287,1.0755,1.5500,False,959488299234
RATZIX,Cu,+2,d9,"Cl,N",1-1,10.2400,6.1000,1.0145,0.7924,4.1400,False,399613558442
RATZOB,Re,,,,,4.9400,5.9400,0.7024,0.7810,1.0000,False,864848351191
RATZUH,Re,,,,,4.8800,5.6600,0.6972,0.7604,0.7800,True,825355458296
RAVBOJ,Co,+2,d7,"Cl,N",1-1,0.8200,5.5900,-0.0362,0.7551,4.7700,False,475798654420
RAVGIH,Co,+2,d7,,,0.8600,1.8500,-0.0177,0.2900,0.9900,True,339850023176
RAVGON,Co,+2,d7,,,4.5300,4.7400,0.6656,0.6848,0.2100,True,980907545914
RAVGUT,Co,+2,d7,,,0.7000,6.3500,-0.0969,0.8096,5.6500,False,866721262270
RAVKEE,Fe,+2,d6,,,3.5800,6.3800,0.5658,0.8116,2.8000,False,823943118898
RAVMOU,Co,+2,d7,,,5.5000,6.7100,0.7482,0.8331,1.2100,False,490544517031
RAVMUA,Co,+2,d7,"Cl,N",1-1,0.7600,5.4000,-0.0655,0.7404,4.6400,False,367135282440
RAVWUJ,Cu,+2,d9,,,10.7900,11.7000,1.0370,1.0719,0.9100,True,384052453384
RAVYIX,Fe,+2,d6,N,2,0.3200,0.4100,-0.3768,-0.2924,0.0900,True,767178897579
RAWFUT,Mo,,,,,4.9500,5.5500,0.7033,0.7520,0.6000,True,744214622288
RAWHAZ,Fe,+2,d6,,,7.5300,9.7400,0.8825,0.9930,2.2100,False,827406358126
RAWKOQ,Ir,,,"C,P",2-2,5.3300,7.2300,0.7348,0.8651,1.9000,False,968092382664
RAWKUW,Ir,,,"C,P",2-1-1,4.6100,5.7900,0.6730,0.7701,1.1800,False,968092382664
RAWLAD,Ir,,,"C,P",2-2,0.5900,5.4900,-0.1612,0.7474,4.9000,False,977565970949
RAWMOR,Ru,+2,d6,P,2-2,6.5700,6.7900,0.8241,0.8382,0.2200,True,747349041103
RAWPUB,Ni,+2,d8,P,1-1,0.5000,1.2500,-0.2218,0.1303,0.7500,True,806008430896
RAWREO,Cu,+2,d9,,,1.6800,3.9300,0.2504,0.6053,2.2500,False,289660423921
RAWRIT,Co,+2,d7,,,1.5300,6.8900,0.2122,0.8445,5.3600,False,407738179757
RAWROZ,Co,+2,d7,,,5.5200,6.5700,0.7497,0.8241,1.0500,False,196019656508
RAWRUF,Co,+2,d7,,,0.5500,5.8800,-0.1871,0.7767,5.3300,False,783121324542
RAWRUF01,Co,+2,d7,,,0.5500,5.8900,-0.1871,0.7774,5.3400,False,783121324542
RAWVAN,Ag,,,N,1-1,5.4300,6.2300,0.7427,0.8014,0.8000,True,482374237099
RAWYIY,Ti,,,,,1.1600,1.6100,0.1004,0.2330,0.4500,True,925816938473
RAXCUP,Cu,+2,d9,"N,O",2-1-1,5.4300,6.1300,0.7427,0.7945,0.7000,True,144366479617
RAXJEH,Zn,+2,d10,N,2,0.2100,0.6600,-0.5086,-0.1192,0.4500,True,825445611429
RAXKUW,Cu,+2,d9,N,2,5.3000,6.4000,0.7324,0.8129,1.1000,False,997651992802
RAXLIM,Cu,+2,d9,,,3.6900,8.6300,0.5786,0.9410,4.9400,False,334308165393
RAXQOY,Cu,+2,d9,"N,O",2-2,10.1400,10.1400,1.0103,1.0103,0.0000,True,109856900054
RAXRUF,Co,+2,d7,N,2,0.2400,5.1600,-0.4685,0.7210,4.9200,False,862147791185
RAXVUI,Ru,+2,d6,P,1-1,0.6000,1.1200,-0.1549,0.0864,0.5200,True,601819070044
RAXWAP,Ru,+2,d6,,,0.9400,6.4900,0.0170,0.8189,5.5500,False,165838431428
RAXWET,Ru,+2,d6,C,1-1,5.3600,5.7900,0.7372,0.7701,0.4300,True,715411249984
RAXXET,Rh,+3,d6,"O,P",1-1,5.7400,6.6900,0.7664,0.8319,0.9500,True,930712047217
RAXYOE,Co,+2,d7,"O,P",1-1,0.4200,6.0100,-0.2840,0.7860,5.5900,False,340512048273
RAXZUL,Fe,+2,d6,"C,P",1-1,0.5900,5.4600,-0.1612,0.7451,4.8700,False,105252867637
RAYPAL,Ir,,,"C,O,P",2-1-1,5.7400,6.2000,0.7664,0.7993,0.4600,True,178445317738
RAYQEQ,Ir,,,"Cl,N,P",1-1-1-1,0.4800,1.8200,-0.2366,0.2833,1.3400,False,666340046749
RAYVEV,Os,,,,,6.1000,6.1700,0.7924,0.7973,0.0700,True,844829919702
RAYZIE,Cd,,,,,1.2200,1.7100,0.1206,0.2577,0.4900,True,73808925874
RAZJAD,Cu,+2,d9,N,1-1,0.1800,4.5200,-0.5528,0.6646,4.3400,False,526270829427
RAZJOR,Cu,+2,d9,"N,O",3-1,7.4700,14.7000,0.8791,1.1703,7.2300,False,167121589409
RAZJOV,Ru,+2,d6,"C,O",1-1,5.7100,5.7800,0.7642,0.7694,0.0700,True,919208347172
RAZJUX,Cu,+2,d9,O,2,10.1000,13.3600,1.0086,1.1290,3.2600,False,167121589409
RAZMUE,Co,+2,d7,"N,P",2,4.9700,5.9500,0.7050,0.7818,0.9800,True,133819287975
REBJOX,Cu,+2,d9,,,0.8400,4.1300,-0.0269,0.6263,3.2900,False,315119893811
REBJUE,Cu,+2,d9,O,2-2,4.7800,6.1900,0.6884,0.7987,1.4100,False,651502973691
RECKAN,Ti,,,,,9.6200,13.1400,0.9877,1.1219,3.5200,False,627609141349
RECKIX,Zn,+2,d10,N,1-1,0.5400,0.7800,-0.1938,-0.0555,0.2400,True,421433641864
RECKOD,Zn,+2,d10,,,5.4900,7.2500,0.7474,0.8663,1.7600,False,821841010520
RECNOC,Rh,+3,d6,"C,Cl",1-1,5.8900,6.3400,0.7774,0.8089,0.4500,True,73034729469
RECSUP,Ru,+2,d6,"Br,Cl",1-1,5.6900,6.0700,0.7627,0.7903,0.3800,True,366542780527
RECTAW,Ru,+2,d6,"Br,Cl",1-1,5.5800,6.0600,0.7543,0.7896,0.4800,True,572158264531
RECXUU,Zn,+2,d10,,,1.3300,3.7700,0.1553,0.5877,2.4400,False,597165687066
REDCOU,Ti,,,"Cl,N",1-1,0.8300,1.1500,-0.0315,0.0969,0.3200,True,945334700753
REDDAI,Ru,+2,d6,"O,S",1-1,5.0100,5.3500,0.7084,0.7364,0.3400,True,316430753107
REDJIT,Fe,+2,d6,,,8.2800,9.7000,0.9232,0.9912,1.4200,False,297357286820
REDNAP,Ru,+2,d6,P,2-2,6.0300,6.6800,0.7875,0.8312,0.6500,True,704849957532
REDSID,Cu,+2,d9,,,0.6500,6.0400,-0.1249,0.7882,5.3900,False,731424250933
REDWUU,Ru,+2,d6,"C,O",1-1,4.8700,6.3000,0.6964,0.8062,1.4300,False,527590050259
REDXIK,Cu,+2,d9,"N,O",1-1-1-1,0.2500,0.8100,-0.4559,-0.0410,0.5600,True,453149627220
REFMUL,Cu,+2,d9,N,1-1,6.3900,10.9800,0.8122,1.0445,4.5900,False,803880771713
REHDAK,Mn,,,,,0.9300,1.9000,0.0128,0.3010,0.9700,True,162909049401
REHNIC,Cu,+2,d9,,,4.8700,6.3700,0.6964,0.8109,1.5000,False,450705778579
REHTAC,Cu,+2,d9,,,7.0900,17.2600,0.8567,1.2395,10.1700,False,591765832637
REHZEM,Fe,+2,d6,"C,P",1-1,0.2800,5.5400,-0.4202,0.7513,5.2600,False,165068034471
REJDAN,Co,+3,d6,"N,O",4,11.5500,10.5400,1.0663,1.0269,1.0100,False,446345808269
REJDUJ,V,,,,,5.7400,5.8900,0.7664,0.7774,0.1500,True,614206610287
REJFAR,V,,,,,5.5500,5.7800,0.7520,0.7694,0.2300,True,988615964226
REJFEV,V,,,"C,Cl",1-1,0.2500,1.0000,-0.4559,0.0414,0.7500,True,769582166809
REJFOF,V,,,,,0.1400,1.3600,-0.6198,0.1644,1.2200,False,263762181696
REJGEW,V,,,,,0.1600,1.3900,-0.5850,0.1732,1.2300,False,524892380522
REJMOK,Fe,+2,d6,"N,O",1-1,0.2700,5.5800,-0.4318,0.7543,5.3100,False,76579136694
REJMUQ,Fe,+2,d6,"N,O",1-1,0.3300,1.3000,-0.3665,0.1461,0.9700,True,904885427353
REJPAB,Cu,+2,d9,,,9.4300,13.0900,0.9791,1.1202,3.6600,False,823362124253
REJWAF,Fe,+2,d6,C,1-1,0.3200,5.6900,-0.3768,0.7627,5.3700,False,904749670313
REJZEO,Cu,+2,d9,"Cl,N",2-1-1,5.7700,6.2700,0.7686,0.8041,0.5000,True,427187274205
REJZEO01,Cu,+2,d9,"Cl,N",2-1-1,5.7900,6.8000,0.7701,0.8388,1.0100,False,427187274205
REKMIH,Ru,+2,d6,"C,O",1-1,5.4400,5.8800,0.7435,0.7767,0.4400,True,579935379521
REKMUP,Cu,+2,d9,N,2,8.2500,11.0100,0.9217,1.0457,2.7600,False,490348259107
REKNUR,Pt,+2,d8,"N,S",2-2,4.8300,5.9700,0.6928,0.7832,1.1400,False,332019041816
REKQII,Cu,+2,d9,N,4,4.2200,5.9900,0.6355,0.7846,1.7700,False,313834752839
REKTOS,Y,,,,,4.9100,6.7400,0.6998,0.8351,1.8300,False,38458848525
REKVEK,Y,,,,,0.5300,4.9100,-0.2007,0.6998,4.3800,False,99917616256
REKWOT,Ru,+2,d6,,,7.5200,15.6600,0.8820,1.1976,8.1400,False,470913954569
REKXAG,Ti,,,,,0.0900,1.2200,-0.7212,0.1206,1.1300,False,326326239298
REKXAG01,Ti,,,,,0.0900,1.2200,-0.7212,0.1206,1.1300,False,783565888543
RELCEQ,Cu,+2,d9,,,0.5500,6.7600,-0.1871,0.8363,6.2100,False,13636725182
REMFAQ,V,,,,,6.2100,6.6800,0.8000,0.8312,0.4700,True,213578807348
REMFIY,V,,,"N,O",1-1,5.8400,6.9500,0.7738,0.8482,1.1100,False,14760705863
REMFOE,V,,,"N,O",1-1,0.3800,6.7000,-0.3188,0.8325,6.3200,False,14760705863
REMVOW,Ru,+2,d6,P,1-1,5.9600,6.0000,0.7825,0.7853,0.0400,True,486779923720
REMZEP,Ni,+2,d8,N,2,0.2200,0.5200,-0.4949,-0.2076,0.3000,True,984917414105
RENBUI,Mn,,,,,5.4300,5.8600,0.7427,0.7752,0.4300,True,249881558537
RENTAG,Zn,+2,d10,N,2,4.9200,5.7000,0.7007,0.7634,0.7800,True,19813078326
RENVUC,Cu,+2,d9,N,2,0.4200,7.0300,-0.2840,0.8531,6.6100,False,923114370798
RENWAJ01,Cu,+2,d9,N,2,0.4100,0.8200,-0.2924,-0.0362,0.4100,True,704610338960
RENXOX,Co,+2,d7,N,2,0.2000,0.8300,-0.5229,-0.0315,0.6300,True,42541812921
REPBAP,Cd,,,,,9.5500,13.4200,0.9845,1.1310,3.8700,False,836211041020
REPDAS,Ru,+2,d6,P,2-2,6.3800,6.8000,0.8116,0.8388,0.4200,True,618918302572
REPJUS,Zn,+2,d10,,,3.1900,6.2700,0.5172,0.8041,3.0800,False,66793700288
REPNEG,Fe,+2,d6,,,0.2200,0.8700,-0.4949,-0.0132,0.6500,True,620733556294
REPQEM,Zn,+2,d10,O,1-1,0.2000,5.4600,-0.5229,0.7451,5.2600,False,794842329524
REPTEO,Pd,+2,d8,N,1-1,4.2300,4.5400,0.6365,0.6665,0.3100,True,96572611421
REPTUF,Ru,+2,d6,"C,O",1-1,0.3300,2.0000,-0.3665,0.3222,1.6700,False,332732867695
REPVER,Ru,+2,d6,,,1.1300,4.8700,0.0899,0.6964,3.7400,False,195890764480
REPWAL,Fe,+2,d6,,,3.7600,6.4400,0.5866,0.8156,2.6800,False,40804882506
REPWEO,Zr,,,,,1.9100,5.3200,0.3032,0.7340,3.4100,False,397146819492
REQCIC,Cu,+2,d9,,,1.0300,1.1000,0.0531,0.0792,0.0700,True,139361425598
REQCIC01,Cu,+2,d9,,,1.0000,6.0100,0.0414,0.7860,5.0100,False,139361425598
