refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
ETEYAG,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOTJOO01,8,Cr+Cr+Cr+Cr+Cr+Cr+Cr+Cr,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DINBIP,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"3,3,6,6",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
HAKMUB,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QIVGIM,2,Ta+Ta,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EPAVEY,2,Ag+Ag,multi,0,,False,False,False,False,False,"1,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UQAMAC,2,Au+Au,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEQLAC,7,Fe+Fe+Fe+Fe+Hg+Hg+Hg,multi,0,,False,False,False,False,False,"1,1,1,6,1,4,4",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LUZBIU,12,Ag+Ag+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"4,5,6,6,6,6,6,6,6,6,6,6",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUSVIU,6,Os+Os+Os+Os+Os+Os,multi,0,,False,False,False,False,False,"6,6,6,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUXKEN,55,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_55,medium
LADTUK,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,1,1,4,4,4,4",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAHGAU,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
JEDROC,22,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_22,medium
ZIJQUG,2,Ni+Ni,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAHHIN,10,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6,6,6",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LACXIW,2,W+W,multi,0,,False,False,False,False,False,"7,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YITNUL,4,Fe+Fe+Ni+Ni,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUDNUN03,2,Au+Au,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOSXAJ,2,Au+Au,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIPMIY,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAKDAV,6,Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,2,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WUCBUV,2,Ni+Ni,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EHOHIT,2,Fe+Fe,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BOVGAY,4,Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
LEYJEI,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,2,2,3,3,3,3",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DIDCAX,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FALDAY,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CAYGIT,2,Ni+Ni,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TULBUB,19,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_19,medium
TAWJIK,12,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"5,5,6,6,6,6,6,6,6,6,6,6",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
XUNWOV,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIGPUT,3,Ag+Mo+Mo,multi,0,,False,False,False,False,False,"6,5,5",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
HAVBAL,6,Ag+Ag+Ag+Ag+Fe+Fe,multi,0,,False,False,False,False,False,"1,2,2,2,1,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TOCKUV,8,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DOKRAW01,2,Mo+Mo,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NUDCOE,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,2",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AKIQIU01,2,Co+Co,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JEPBIS,15,Fe+Fe+Fe+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_15,medium
FOSCEV,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MAFZEC,2,Co+Co,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
CIWREH,2,W+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUTXAV,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LOHDIX,3,La+La+La,multi,0,,False,False,False,False,False,"2,3,9",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOGRIJ,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZISSUP,2,Co+Co,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ONUHOV,2,W+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOFPUE,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WORLAS,18,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
JOYPAR01,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAKTEP,2,Rh+Rh,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UXANEN,4,Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
AVAVOI,2,Mo+Mo,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAKGAM,2,Mo+Mo,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOTSOA,4,Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUGRIH,2,Sc+Sc,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUXFOM,4,Co+Co+Fe+Ru,multi,0,,False,False,False,False,False,"6,6,3,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LEQTOQ,7,Mn+Mn+Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,1,1,2,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TOJHIK12,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EBEPAE,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,2,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RUXHOK,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,2,2,2,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CPZROX03,2,Zr+Zr,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TIMDAX,13,Mn+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
SAWMAE,3,Cr+Cr+Ni,multi,0,,False,False,False,False,False,"3,3,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LIBQES,4,Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEYNIK,7,Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"2,2,2,2,3,7,7",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUXFIJ,12,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,multi,0,,False,False,False,False,False,"12,12,12,2,2,2,2,2,2,7,7,7",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
UTORAY,2,Ta+Ta,multi,0,,False,False,False,False,False,"5,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BODNIS,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PEFKIX,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
BOBRIU,6,Pd+Pd+Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SAJTII,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KELYOP,4,Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YAWXED,12,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,2,2,6,6,6,6",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PMBACR,2,Rh+Rh,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HAYBUG,2,Fe+Ru,multi,0,,False,False,False,False,False,"0,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WEJTAI,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
NEYZOJ,2,Au+Au,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QORDAC,4,Co+Co+Ru+Ru,multi,0,,False,False,False,False,False,"3,7,6,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XIRNAQ,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BITKIY,2,Mo+Mo,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UDIFAR,6,Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"7,7,9,9,9,9",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
HAHZEW,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
LUNBUT,2,Cr+Cr,multi,0,,False,False,False,False,False,"1,1",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YINKUB,2,Rh+Rh,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YEGMUV,8,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,2,2,6,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
AVELUJ,5,Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,1,5,5",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
URUCAM,7,Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEBNOD,2,Cr+Cr,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EWIHAU,8,Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QIZROI,2,Ag+Ag,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YATTET,2,V+V,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SOPROF,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,4,4,4,4,4,4",",,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
ROMYOK,6,Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,2,3,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VUJCAH,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,3,3,5,5,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
VOZCUI,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"3,3,3,3",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
SITZUR,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIRTOR,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TOWXIM,18,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
EJODUD,5,Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,4,4,5,5",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAPSED,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEKVUR,3,Mo+Ni+Ni,multi,0,,False,False,False,False,False,"5,3,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BOGCUW,2,V+V,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUCBUD,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,2,2,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOZROV,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
EJEMOX,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEWXEP,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,7,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEMROP,2,Co+Co,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOCNAH,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OHEXIJ,4,Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"4,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOQMIB,2,Mn+Mn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PEMDES,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ACRNCU01,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,2,4,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ANIDEI,7,Fe+Fe+Fe+Hg+Hg+Hg+Hg,multi,0,,False,False,False,False,False,"1,1,6,1,1,4,4",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ESIZEO,5,Fe+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"6,1,1,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PAWZUI,2,Rh+Rh,multi,0,,False,False,False,False,False,"2,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIGNOD,12,Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4,4,4,4,4",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NESBUI,2,Cd+Cd,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIKYOD,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FOFFIR,2,Ni+Ni,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIQVEN,3,Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,2,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VUJLUJ,7,Co+Co+Co+Co+Co+W+W,multi,0,,False,False,False,False,False,"1,1,6,6,6,8,8",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LOHJUQ,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HESQOP,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XEHSIM,2,Rh+Rh,multi,0,,False,False,False,False,False,"5,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OWOBUY,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUYMIT,3,Nb+Nb+Nb,multi,0,,False,False,False,False,False,"1,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BALFAV01,6,Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"1,1,1,1,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUJTEW,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,3,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIWVEG,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
FINFEP,3,Au+Au+Au,multi,0,,False,False,False,False,False,"4,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XUZTOC07,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DULFOH,2,Co+Rh,multi,0,,False,False,False,False,False,"0,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IWAGAR,2,Ti+Ti,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CADZAN,4,Rh+Rh+Rh+Rh,multi,0,,False,False,False,False,False,"3,3,3,3",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TOHRIR,2,Pd+Pd,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HADFEA,4,Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"5,5,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IWEJUR,2,Pd+Pd,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OPIQIQ,14,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_14,medium
GAGMEI,2,Re+Rh,multi,0,,False,False,False,False,False,"4,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOZLIM,16,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
LURRUO,50,Mn+Mn+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_50,medium
DOBNAL,2,Zn+Zn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOMREA,9,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,2,2,3,6,7,7",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEQRIP,2,Pt+Pt,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEFZUU,18,Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
KOXPIA,2,Ir+Ir,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COHKOB,5,Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,2,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MUYLOI,15,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Fe+Fe+Fe+La+La,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_15,medium
ICUWIP,2,Zn+Zn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JAJDAD,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEGZUA,13,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
QAYLAG,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOJZAA,2,Ir+Ir,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUJCEW,8,Ag+Ag+Ag+Ag+Au+Au+Au+Au,multi,0,,False,False,False,False,False,"5,5,5,5,6,6,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
