refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
ALPTCL10,8,Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,"3,3,3,3,3,3,3,3",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AJULID01,5,Cu+Cu+V+V+V,multi,0,,False,False,False,False,False,"1,6,1,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GACVEL,2,Cr+Cr,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LAYZIU,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MISSEO,2,Cd+Cd,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WUYXUM,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEPQIE,24,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Ta+Ta+Ta+Ta+Ta+Ta+Ta+Ta+Ta+Ta,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_24,medium
GIDHOS,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"4,4,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MIFQOJ,8,Mn+Mn+Mn+Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,1,1,1,1,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CECCIZ,12,Ag+Ag+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au,multi,0,,False,False,False,False,False,"3,3,0,0,1,1,2,2,4,4,5,5",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
VUKWAZ,4,Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"5,5,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VUWTEP,4,Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LAVTEH,2,Rh+Rh,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOMDAU,10,Cu+Cu+Cu+Cu+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"8,8,8,8,7,7,8,8,8,8",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SUCPAL,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUHKAQ,2,Fe+Fe,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OXOCIQ,22,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_22,medium
BOZTAP,2,Ir+Ir,multi,0,,False,False,False,False,False,"4,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEJZUP,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,2,3,4,4,4,4",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REDQUQ,6,Nb+Nb+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"10,10,1,1,1,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ESADEH,2,Ru+Ru,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
INUBEZ,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAYSEN,6,Cr+Cr+Cr+Cr+Cr+Cr,multi,0,,False,False,False,False,False,"2,2,2,2,2,2",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WIZHIA,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EDAZEQ,4,Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,1,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOBWIF,2,W+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GESXUX,3,Os+Os+Os,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AVATUN,2,Au+Au,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YECJIB,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,3,6,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEHBAK,4,Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"3,3,3,3",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAVNOG,4,Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
BONSOQ,4,Fe+Os+Os+Os,multi,0,,False,False,False,False,False,"0,6,7,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIZTUH08,2,Ni+Ni,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DEDFAT,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"3,3,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CURZAQ,4,Fe+Fe+Fe+Mo,multi,0,,False,False,False,False,False,"4,6,6,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEJHUW,2,Ir+Ir,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOHMOP,6,Cu+Cu+Cu+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"1,4,7,7,7,7",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIWXEL,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUPBAF,2,Co+Co,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RARBEV,2,Ni+Ni,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
POJKOQ,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RATBAR,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ESEDIP,2,Ni+Ni,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ACUSAV,7,Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,7,7,7,7",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEKHUG,2,Cu+Cu,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FELFOV,3,Co+Co+Co,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZURMAD,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZALGUS,24,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_24,medium
YILQUH,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"7,7,7,7",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
ZOPVAD,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FORVOZ,2,Zr+Zr,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VAPNUW,3,Fe+Fe+Fe,multi,0,,False,False,False,False,False,"2,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UZIGOB,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,1,1,4,4,4,4",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JETGEU,2,Fe+Fe,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NIWQIV,13,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
JUZWEG,2,Cr+Mn,multi,0,,False,False,False,False,False,"3,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JOVYAY,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
GAXVUW,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZIDYUG,5,Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,1,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BEMCIG,8,Cr+Cr+Cr+Cr+Cr+Cr+V+V,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
VIDRUV,2,Fe+Pt,multi,0,,False,False,False,False,False,"6,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IMEXAZ,4,Fe+Fe+Zn+Zn,multi,0,,False,False,False,False,False,"0,0,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEVZAP,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GOGKAR,10,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"5,5,5,5,5,5,6,6,7,7",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NUVTEG,31,La+La+La+La+La+La+La+La+Ni+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V+V,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_31,medium
ECAHIB15,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WIJFAY,6,V+V+V+V+V+V,multi,0,,False,False,False,False,False,"5,5,5,5,5,5",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
HGBDOX,3,Hg+Hg+Hg,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEGZOL01,5,Cu+Cu+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,4,1,1,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JOWGOU,12,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+La+La,multi,0,,False,False,False,False,False,"5,5,5,5,5,5,5,5,5,5,9,9",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
EHEPOX,24,Cu+Cu+Cu+Cu+Cu+Cu+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_24,medium
MEYTOC,9,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,4,4,4,4,4,4",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COQJOI,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOLXEB,4,Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CATYEE,3,Co+Fe+Ru,multi,0,,False,False,False,False,False,"3,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEDPOY,2,W+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WOMPAQ,6,Au+Au+Au+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"2,2,2,0,0,0",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
INAJIS,3,Zn+Zn+Zn,multi,0,,False,False,False,False,False,"3,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOSNEJ,2,Mo+Mo,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIGMUH,3,Ta+Ta+Ta,multi,0,,False,False,False,False,False,"8,8,8",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
KICCOS,13,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
DIQRAZ,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KAWMEB,5,Zr+Zr+Zr+Zr+Zr,multi,0,,False,False,False,False,False,"6,6,6,6,7",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PEKHEU,4,Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KETDOE,3,Ni+Zn+Zn,multi,0,,False,False,False,False,False,"4,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RONDEH,9,Cu+Cu+Cu+Cu+Cu+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"2,3,7,7,7,1,2,4,4",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FORQEK,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ACGXRH,2,Rh+Rh,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CIWZAL,13,Cr+Cr+Cr+Cr+Cr+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
LEMFOY10,4,Fe+Fe+Ti+Ti,multi,0,,False,False,False,False,False,"3,3,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZADZIN,4,Os+Os+Os+W,multi,0,,False,False,False,False,False,"5,6,6,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIBFEH,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6,6,6,6,6",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
ENEZIH,13,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
WAQBOJ,16,Cu+Cu+Cu+Cu+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
KEYBOI,9,Co+Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,6,6,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UTECON,2,Co+Co,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EGUTUX,7,Cr+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REKQEF,6,Ag+Ag+Ag+Ag+Pt+Pt,multi,0,,False,False,False,False,False,"2,2,2,2,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CPDCOP02,5,Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
DULDOG,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEBZAB03,2,Co+Co,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MAZWER,4,Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WOGYEZ01,13,Ag+Ag+Ag+Ag+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
KEVZUH,9,Cu+Cu+Pt+Pt+Pt+Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,"5,6,1,1,6,6,6,6,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IDERUE,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIVTEQ,6,Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,3,4,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PINMUX,2,Cu+Cu,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QILYAO,2,Co+Ni,multi,0,,False,False,False,False,False,"3,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEMVUQ,2,Co+Co,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QIZSOI,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"4,4,5,5,5,5,5,5",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIQDUQ,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MUGWIW,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OFAYID,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EJUTIM,2,Ir+Ir,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TIRBAY,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,2,3,3,5,5",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOQHIH,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUVLOR,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZEHJED,2,Fe+Fe,multi,0,,False,False,False,False,False,"5,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
POYKET,2,Mo+Pt,multi,0,,False,False,False,False,False,"3,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VEHLAV10,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WIXYAH,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"6,6,6",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
TETYUP,18,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
PAVSEO,7,Cu+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DOGSUN,6,Pt+Pt+Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,"4,4,4,4,4,4",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIKXIM,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KUWNAV,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6,6,6,6,6",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
KESKUP,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"2,2,6,6",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
OSATUZ,3,Au+Fe+Fe,multi,0,,False,False,False,False,False,"4,0,0",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EQESIF,7,Mn+W+W+W+W+W+W,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIWNUG,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LOFYUB,5,Mn+Mn+Mn+Mn+Mo,multi,0,,False,False,False,False,False,"1,1,6,6,8",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LONQUB,6,Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIHNUT,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JUHPUZ,2,Sc+Sc,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NONDOJ,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"3,3,3",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
